DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
10.2174/156720108784911749,Pharmacogenetics of intestinal absorption.,"Tsutomu Nakamura, Motohiro Yamamori, Toshiyuki Sakaeda",Current drug delivery,2008,"The small intestine is the primary site of absorption for many drugs administered orally and so is the target tissue for pharmacotherapeutic strategies to control the oral absorption of drugs. Drug transporters, including the ATP-binding cassette (ABC) superfamily and the solute carrier (SLC) superfamily, have been considered to play a physiological role in regulating the absorption of xenobiotics, and variations in their expression level and function in the small intestine cause intra- and inter-individual variation in the oral absorption of drugs. Recent advances in molecular biology have suggested that genetic polymorphisms are associated with the expression level and function, and thereby inter-individual variation. In this review, the pharmacogenetics of these transporters is summarized, and their future significance in the clinical setting is discussed.",a9acacb8-82f8-40c4-a49b-5ab5a16e2105,32,0,https://pubmed.ncbi.nlm.nih.gov/18673259
10.17638/03011379,DETERMINANTS OF ANTI-RETROVIRAL THERAPY DRUG-RELATED TOXICITIES IN HIV POSITIVE PATIENTS,MI Danjuma,(missing journal),2017,"Antiretroviral therapy (ART) drugs have increasingly been shown to contribute significantly to the morbidity of HIV positive patients exposed to them. This is more so with increasing survival of HIV patients since the introduction of ART. Individual ART drugs have been associated with specific organ related toxicities and clinical toxicity syndromes, such as Tenofovir disoproxil fumarate (TDF) association with risk of kidney injury. The pattern, pathogenesis, as well as key genetic and non-genetic determinants of some these clinical ART drug-related toxicity syndromes remains uncertain. This thesis sets out to investigate the pattern/clinical/laboratory phenotype of ART drug related kidney toxicity, including the role of emerging biomarkers that define and most accurately diagnose these toxicity syndromes. I, and my co-reviewer (Dr Sudeep Pushpakom, University of Liverpool) then systematically reviewed, and carried out a metanalysis of current evidence with regards to the reported genetic association between TDF exposure, and risk of kidney related toxicity. I further explored a population cohort (MHRA) to ascertain the pattern/clinical phenotype of kidney injury following exposure to TDF in these cohorts of patients, and determine any discernible variation as it relates to what has been reported from clinical trial cohorts. Additionally, I examined the association between single nucleotide polymorphisms (SNPs) of genes encoding protein transporters involved in the bio-disposition of TDF in HIV positive patients, with kidney injury following exposure to ART drugs. Specifically, in an attempt to explore the pattern of kidney injury in HIV patients exposed to TDF in observational databases, I reviewed 407 yellow card records of HIV positive patients on TDF who developed kidney injury and had them reported to MHRA. One hundred and six (106) of these satisfied criteria for TDF related kidney injury, of which 53 (50%) had features of kidney tubular dysfunction (KTD), 35 (33%) were found to have features of glomerular dysfunction, and 18 (17%) had Fanconi syndrome. The median TDF exposure was 316 days (IQR 120-740). The incidence of hospitalisation for TDF kidney adverse effects was high, particularly amongst patients with features of Fanconi syndrome. To define the clinical phenotype (including surrogate markers) of ART drug related kidney injury, I recruited and investigated the diagnostic utility of KIM-1/Cr (corrected for urinary creatinine excretion) in a 114 cross-sectional cohort of HIV positive patients (104 “on” ART, and 10 “off” ART drugs). HIV positive patients both “on” and “off” ART drugs had a higher baseline median (≥4.17ng/mg), upper quartile (≥8.6ng/mg), and urinary KIM-1/Cr levels compared to either non-HIV positive normal volunteers (0.39 ng/mg), or those with acute kidney injury in the general population (0.57 ng/mg). By ROC analysis, KIM-1/Cr (ng/mg) had a higher AUC (0.67) compared to either serum creatinine (0.64) or eGFR (0.31) in diagnosing patients with kidney injury. When median KIM-1/Cr (≥4.17ng/mg) was utilised as a marker of kidney injury, TDF exposure (per year increase) was significantly associated with risk of kidney injury in multivariate analyses (Odds ratio 1.4, CI 1.02-1.82, P = 0.034). In a candidate gene based-based approach, I subsequently investigated the strength of association between the ABCC2 and ABCC10 sub-family genetic polymorphisms, and risk of kidney injury in HIV positive patients exposed to TDF. Patients with KTD had higher current CD4 cell counts, lower eGFR, and were less likely to possess the genotype CC at position 24 of the ABBC2 (MRP2, rs717620) gene. In multivariate analysis, genotype CC at position 24 of the ABBC2 gene (odds ratio =0.05, 95% confidence interval = 0.003-0.7, P = 0.027) was significantly associated with reduced risk of KTD. These findings support the observation that ART dugs are a leading cause of organ specific morbidity including TDF related kidney injury. Furthermore, we have demonstrated higher thresholds of low molecular weight proteinuria (including RBPCR and KIM-1/Cr) following TDF exposure, in HIV positive patients with normal kidney function (normal eGFR). Further work is required in prospective patient populations to validate some of the findings in our study including the potential diagnostic utility of low molecular weight proteinuria (KIM-1 and RBP) in these cohorts of patients. Additionally, there will be need to explore the clinical significance of possession of the ABCC2 24CC (rs717620) and ABCC10 SNP’s in an appropriately defined patient population",7a8b6f33-a1c7-4590-8ecc-2ea4e0607724,0,25,(missing PubMedId)
10.1007/S40262-020-00913-Y,Population Pharmacokinetic and Pharmacogenetic Analysis of Mitotane in Patients with Adrenocortical Carcinoma : Towards Individualized Dosing,"Anyue Yin, Madeleine H. T. Ettaieb, Jesse J. Swen, Liselotte van Deun, Thomas Kerkhofs, R.J.H.M. van der Straaten, Eleonora P M Corssmit, H. Gelderblom, Michiel N. Kerstens, Richard A. Feelders, Marelise Eekhoff, Henri Timmers, Antonio D’Avolio, Jessica Cusato, Henk‐Jan Guchelaar, Harm R. Haak, Dirk Jan Moes",Clinical Pharmacokinectics,2021,"Mitotane is the only approved treatment for patients with adrenocortical carcinoma (ACC). A better explanation for the variability in the pharmacokinetics (PK) of mitotane, and the optimization and individualization of mitotane treatment, is desirable for patients. This study aims to develop a population PK (PopPK) model to characterize and predict the PK profiles of mitotane in patients with ACC, as well as to explore the effect of genetic variation on mitotane clearance. Ultimately, we aimed to facilitate mitotane dose optimization and individualization for patients with ACC. Mitotane concentration and dosing data were collected retrospectively from the medical records of patients with ACC taking mitotane orally and participating in the Dutch Adrenal Network. PopPK modelling analysis was performed using NONMEM (version 7.4.1). Genotypes of drug enzymes and transporters, patient demographic information, and clinical characteristics were investigated as covariates. Subsequently, simulations were performed for optimizing treatment regimens. A two-compartment model with first-order absorption and elimination best described the PK data of mitotane collected from 48 patients. Lean body weight (LBW) and genotypes of CYP2C19*2 (rs4244285), SLCO1B3 699A>G (rs7311358) and SLCO1B1 571T>C (rs4149057) were found to significantly affect mitotane clearance (CL/F), which decreased the coefficient of variation (CV%) of the random inter-individual variability of CL/F from 67.0 to 43.0%. Fat amount (i.e. body weight − LBW) was found to significantly affect the central distribution volume. Simulation results indicated that determining the starting dose using the developed model is beneficial in terms of shortening the period to reach the therapeutic target and limit the risk of toxicity. A regimen that can effectively maintain mitotane concentration within 14–20 mg/L was established. A two-compartment PopPK model well-characterized mitotane PK profiles in patients with ACC. The CYP2C19 enzyme and SLCO1B1 and SLCO1B3 transporters may play roles in mitotane disposition. The developed model is beneficial in terms of optimizing mitotane treatment schedules and individualizing the initial dose for patients with ACC. Further validation of these findings is still required.",fbb49ee0-d26b-49f6-a591-f447ca9d471d,11,28,https://pubmed.ncbi.nlm.nih.gov/32607875
10.17638/03117002,Improving the Reporting of Pharmacogenetic Studies to Facilitate Evidence Synthesis: Anti-Tuberculosis Drug-Related Toxicity as an Example,Martha Chaplin,(missing journal),2021,"Background In pharmacogenetic studies, researchers explore how genetic variants impact individuals’ responses to drugs. Implementation of pharmacogenetic tests in clinical practice can improve treatment efficacy and reduce toxicity. For health service providers to implement pharmacogenetic testing in clinical practice, the pharmacogenetic association of interest must be supported by strong evidence. Performing meta-analyses of pharmacogenetic studies increases sample size and power, and is therefore an indispensable tool to researchers striving to improve the strength of evidence for pharmacogenetic associations. The aim of this thesis is to identify and resolve challenges that reviewers might encounter when synthesising evidence from primary pharmacogenetic studies. Methods We explored methods of evidence synthesis for pharmacogenetic studies and applied them to undertake a systematic review and meta-analysis of associations between genetic variants and anti-tuberculosis drug-related toxicity. We applied both standard methods of meta-analysis, and more complex methods of meta-analysis that account for correlation between related effect sizes for each genetic variant. Conducting this systematic review and meta-analysis enabled us to identify that key information was often poorly reported in the primary pharmacogenetic studies. In order to improve the reporting of pharmacogenetic studies with a view to facilitating the evidence synthesis process, we used consensus methodology to develop a reporting guideline for pharmacogenetic studies, known as the STROPS (Strengthening The Reporting Of Pharmacogenetic Studies) guideline. Results Our systematic review of the association between genetic variants and anti-tuberculosis drug-related toxicity included 70 studies. Slow acetylators are more likely to experience anti-TB drug-induced hepatotoxicity than intermediate/rapid acetylators. We also observed associations between the CYP2E1 RsaI and GSTM1 null polymorphisms and hepatotoxicity. Key information, such as the ethnicity of included patients, methodological quality, and patient cohort overlap, was poorly reported. We also found that improvements in the reporting of outcome data would give systematic reviewers greater freedom in terms of their analysis approach. As part of the development of the STROPS guideline, 52 individuals from key stakeholder groups participated in two rounds of a Delphi survey. A total of eight individuals participated in a consensus meeting, before the 54-item STROPS guideline was finalised. Conclusions Our systematic review showed that pharmacogenetic testing may be useful in clinical practice in terms of risk stratification for hepatotoxicity during TB treatment. More studies are needed to overcome methodological limitations of the existing studies and to assess the feasibility and cost-effectiveness of a stratified medicine approach. It is currently challenging to synthesise pharmacogenetic evidence, due to poor reporting of primary studies. We encourage authors to adhere to the STROPS guideline when publishing pharmacogenetic studies. The STROPS guideline will not only improve the transparency of reporting of pharmacogenetic studies, but will also facilitate the conduct of high-quality systematic reviews and meta-analyses, and thus improve the power to detect pharmacogenetic associations.",53bf1017-bcfd-44f3-b0c7-218e4b66fe52,1,0,(missing PubMedId)
(missing DOI),Low-dose adefovir-induced Fanconi syndrome and hypophosphatemic osteomalacia: A case report and literature review,"SUN Wen, LI Ang, Y Zhen-fang",Journal of Peking …,2020,"… 有研究发现,阿德福韦酯相关的肾小管损伤与ABCC2基因(rs3740070) 22号外显子中c.2934G>A的替换相关 [7] ,但由于野生型TCG和突变等位基因TCA都编码丝氨酸残基,所以这一替换是同义…",b9f31f2d-a8f2-4004-88b4-3bd2e5c16c22,0,0,(missing PubMedId)
(missing DOI),阿德福韦酯致低磷性骨软化临床诊治应对.,张英， 李春花， 陈岐辉,Chinese Journal of Osteoporosis,2016,"Adefovir dipivoxil (ADV) is an oral bioavailable prodrug of adefovir, which is a phosphonate acyclic nucleotide analogue of adenosine monophosphate. It has antiviral effect, and has …",77d0d180-96dc-4afb-9396-0db3f722d5fd,0,0,(missing PubMedId)
(missing DOI),阿德福韦酯致低磷性骨软化症 1 例及文献回顾,郎江莉， 朱思忆， 余希杰,中华骨质疏松和骨矿盐疾病杂志,2018,"… Wei等 [8] 通过单核苷酸多态性分析发现ABCC2基因rs3740070高表达G/A基因型与ADV导致肾损伤具有相关性.FGF23在磷代谢调节中存在多种作用 [9] :(1)抑制肾小管钠磷协同转运蛋白活性,…",a64c4a8c-728b-46d0-80f2-c25fdcc9bb82,0,0,(missing PubMedId)
10.1002/BCP.70189,Credibility of genetic predictors for antiepileptic drug resistance: A systematic Bayesian reappraisal of published meta‐analyses,"Martina Giacon,  Sarah Cargnin,  Salvatore Terrazzino",British Journal of Clinical Pharmacology,2025,"We systematically reappraised meta‐analyses of pharmacogenetic studies to evaluate the credibility of association between gene polymorphisms and resistance to anti‐epileptic drugs (AEDs). A systematic search was performed in PubMed, Web of Knowledge, Cochrane Library and OpenGrey up to April 2025. The methodological quality of the included systematic meta‐analyses was evaluated with the AMSTAR‐2 tool, and the credibility of the genetic comparison results was determined by the Venice criteria and two Bayesian analytic approaches, false positive reporting probability (FPRP), and Bayesian false discovery probability (BFDP). Of the 33 studies identified, 32 were systematic meta‐analyses, all of which were rated as critically low quality by AMSTAR‐2. Our reassessment indicated seven single nucleotide polymorphisms (SNPs) of four genes—ABCB1 (rs1045642, rs2032582), ABCC2 (rs717620, rs3740066), GABRG2 (rs211037) and SCN1A (rs2298771, rs10167228)—which could be regarded as potential determinants of response to AED. Among these, only ABCB1 rs2032582 (G vs . A and GG vs . GA + AA) was found to be noteworthy in Caucasian epilepsy patients under FPRP or BFDP at the pre‐specified probability level of 0.001. However, the application of the Venice criteria to such relationships identified as weak the strength of the cumulative evidence for epidemiological relationship because of a potential publication bias. Our findings, illustrating the poor yield of genetic predictors from meta‐analyses of candidate gene studies, underscore the need for large‐scale genome‐wide association studies (GWAS) and subsequent replication studies for identification of robust predictors of resistance to AEDs.",3b480445-3544-4715-bb34-530bb9ae1059,1,77,https://pubmed.ncbi.nlm.nih.gov/40746153
(missing DOI),Farmacogenética de antirretrovirais em pessoas com HIV/AIDS,Luciana Cristina de Oliveira Cândido,(missing journal),2020,"Um dos principais desafios da terapia antirretroviral e sua imprevisibilidade e variabilidade interindividual em seu desfecho. Investigou-se a contribuicao de variaveis geneticas, clinicas e epidemiologicas como potenciais preditores da resposta a terapia antirretroviral em pacientes com HIV/AIDS. Para tanto, foi realizada uma revisao sistematica com metanalise. Alem disso, 291 pacientes foram genotipados para ABCB1 rs1045642, CYP2B6 rs3745274 e TNF-α rs1800629, rs361525 utilizando sondas Taqman. Os resultados da metanalise demonstraram associacao entre HLA-B*5701 e a reacao de hipersensibilidade ao abacavir (O.R.=28,51; I.C.=9,95-81,71); ABCC4 rs1751034 e a disfuncao tubular renal induzida pelo tenofovir (O.R.=2,98; I.C.=1,41-6,28); CYP2B6 rs3745274 e efeitos adversos no sistema nervoso central ao efavirenz (O.R.=2,10; I.C.=1,04-4,24); HLA-Cw*0401 (O.R.=2,98; I.C.=2,18-4,08) e HLA-DRB*01 (O.R.=2,52; I.C.=1,29-4,91) e a reacao de hipersensibilidade a nevirapina; e UGT1A1*28 e a hiperbilirrubinemia induzida pelo atazanavir (O.R.=7,17; I.C.=4,32-11,91). O estudo primario revelou que 53% dos pacientes envolvidos se apresentaram tardiamente aos cuidados (CD4+ ≤350 celulas/mm3). Observou-se que dos individuos que iniciaram a HAART com CD4+ ≤200, 350 e 500 celulas/mm3, 58, 45 e 38%, respectivamente, nao recuperaram valores acima de 500 celulas/mm3. O estudo demonstrou que o sexo masculino (p=0,02) e o aumento da idade ao diagnostico (p=0,01) estao associados ao menor ganho de CD4+. Ja o uso do esquema TDF+3TC+EFZ (p=0,03), inibidores de protease (p<0,0001) e tenofovir (p=0,0003) associados ao aumento de CD4+. A analise demonstrou que os polimorfismos analisados nao estao associados com a dinâmica de CD4+ durante a terapia. Conclui-se que a area da farmacogenetica fornece evidencias que podem auxiliar no direcionamento da personalizacao terapeutica para a prescricao do tenofovir, nevirapina e atazanavir. A apresentacao tardia aos cuidados e um grande entrave para o inicio precoce da HAART, sem o qual muitos nao recuperam a imunidade. Se alcancar valores de 500 celulas/mm3 de CD4+ faz com que a taxa de mortalidade se equipare ao da populacao em geral, esse deveria ser o objetivo da clinica para todos os pacientes.",a44223bf-156c-4d45-b12a-bd7570b50809,0,0,(missing PubMedId)
10.1089/CMB.2010.0227,Population Model-Based Inter-Diplotype Similarity Measure for Accurate Diplotype Clustering,"Ritsuko Onuki, Ryo Yamada, Takafumi N. Yamaguchi, Minoru Kanehisa, Tetsuo Shibuya",J. Comput. Biol.,2012,"Classification of the individuals' genotype data is important in various kinds of biomedical research. There are many sophisticated clustering algorithms, but most of them require some appropriate similarity measure between objects to be clustered. Hence, accurate inter-diplotype similarity measures are always required for classification of diplotypes. In this article, we propose a new accurate inter-diplotype similarity measure that we call the population model-based distance (PMD), so that we can cluster individuals with diplotype SNPs data (i.e., unphased-diplotypes) with higher accuracies. For unphased-diplotypes, the allele sharing distance (ASD) has been the standard to measure the genetic distance between the diplotypes of individuals. To achieve higher clustering accuracies, our new measure PMD makes good use of a given appropriate population model which has never been utilized in the ASD. As the population model, we propose to use an hidden Markov model (HMM)-based model. We call the PMD based on the model the HHD (HIT HMM-based Distance). We demonstrate the impact of the HHD on the diplotype classification through comprehensive large-scale experiments over the genome-wide 8930 data sets derived from the HapMap SNPs database. The experiments revealed that the HHD enables significantly more accurate clustering than the ASD.",157f8f48-1ae3-4537-9ed4-b627b6d7732c,2,58,https://pubmed.ncbi.nlm.nih.gov/22149683
