DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
10.3892/BR.2014.272,Screening for 392 polymorphisms in 141 pharmacogenes.,"Jason Yongha Kim, Hyun Sub Cheong, Tae-Joon Park, Hee Jung Shin, Doo-Won Seo, Han Sung Na, Myeon Woo Chung, Hyoung Doo Shin",Biomedical reports,2014,"Pharmacogenomics is the study of the association between inter-individual genetic differences and drug responses. Researches in pharmacogenomics have been performed in compliance with the use of several genotyping technologies. In this study, a total of 392 single-nucleotide polymorphisms (SNPs) located in 141 pharmacogenes, including 21 phase I, 13 phase II, 18 transporter and 5 modifier genes, were selected and genotyped in 150 subjects using the GoldenGate assay or the SNaPshot technique. These variants were in Hardy-Weinberg equilibrium (HWE) (P>0.05), except for 22 SNPs. Genotyping of the 392 SNPs revealed that the minor allele frequencies of 47 SNPs were <0.05, 105 SNPs were monomorphic and 22 variants were not in HWE. Also, based on previous studies, we predicted the association between the polymorphisms of certain pharmacogenes, such as cytochrome P450 2D6, cytochrome P450 2C9, vitamin K epoxide reductase complex, subunit 1, cytochrome P450 2C19, human leukocyte antigen, class I, B and thiopurine S-methyltransferase, and drug efficacy. In conclusion, our study demonstrated the allele distribution of SNPs in 141 pharmacogenes as determined by high-throughput screening. Our results may be helpful in developing personalized medicines by using pharmacogene polymorphisms.",98783fb8-0504-44a5-816d-4ff8d7f9c448,18,57,https://pubmed.ncbi.nlm.nih.gov/24944790
10.3390/IJMS21186627,The Impact of Genetic Polymorphisms in Organic Cation Transporters on Renal Drug Disposition.,"Zulfan Zazuli, Naut J. C. B. Duin, Katja Jansen, Susanne J. H. Vijverberg, Anke H. Maitland‐van der Zee, Rosalinde Masereeuw",International Journal of Molecular Sciences,2020,"A considerable number of drugs and/or their metabolites are excreted by the kidneys through glomerular filtration and active renal tubule secretion via transporter proteins. Uptake transporters in the proximal tubule are part of the solute carrier (SLC) superfamily, and include the organic cation transporters (OCTs). Several studies have shown that specific genetic polymorphisms in OCTs alter drug disposition and may lead to nephrotoxicity. Multiple single nucleotide polymorphisms (SNPs) have been reported for the OCT genes (SLC22A1, SLC22A2 and SLC22A3), which can influence the proteins’ structure and expression levels and affect their transport function. A gain-in-function mutation may lead to accumulation of drugs in renal proximal tubule cells, eventually leading to nephrotoxicity. This review illustrates the impact of genetic polymorphisms in OCTs on renal drug disposition and kidney injury, the clinical significances and how to personalize therapies to minimize the risk of drug toxicity.",cecfe2fb-306e-453d-b3a9-bc5d035220c7,46,124,https://pubmed.ncbi.nlm.nih.gov/32927790
10.1038/S41598-022-21291-4,The determination of the effect(s) of solute carrier family 22-member 2 (SLC22A2) haplotype variants on drug binding via molecular dynamic simulation systems,"Zainonesa Abrahams-October, Rabia Johnson, Mongi Benjeddou, Ruben Cloete,  Zainonesa Abrahams-October,  Rabia Johnson,  Mongi Benjeddou,  Ruben Cloete",Scientific Reports,2022,"Abstract Single nucleotide polymorphisms detected in the solute carrier member family-22 has been shown to result in a variable response in the treatment of type 2 diabetes mellitus with Metformin. This study predicted a three-dimensional protein structure for the SLC22A2 protein sequence using AlphaFold 2 and modelled five haplotypes within SLC22A2 protein structure observed in the Xhosa population of South Africa. The protein models were used to determine the effect(s) of haplotype variations on the transport function of Metformin and 10 other drugs by the SLC22A2 protein. Molecular dynamic simulation studies, molecular docking and interaction analysis of the five SLC22A2 haplotypes were performed in complex with the ligand 5RE in a POPC lipid bilayer to understand the mechanism of drug binding. Weakest binding free energy was found between 5RE and haplotype 1. Molecular docking studies indicated the top binding ligands as well as Metformin to bind inside the transport channel in all haplotypes increasing the probability of Metformin inhibition during co-administration of drugs. Metformin showed reduced binding affinity and number of interactions compared to the top four binding molecules. Molecular dynamic simulation analysis indicated that haplotypes 1, 3 and 4 were less stable than 2 and 5. The findings suggest haplotypes 4 and 5 having stronger preference for large inhibitor molecule binding in the active site and this could result in haplotypes 4 and 5 demonstrating reduced Metformin clearance via the SLC22A2 transporter during co-administration of drugs. The current study is the first to investigate the potential effect(s) of haplotype variation on the protein structure of SLC22A2 to assess its ability to transport Metformin in an indigenous South African population.",1176f503-4803-4555-a117-0fba2a63ef6b,2,74,https://pubmed.ncbi.nlm.nih.gov/36209293
10.1007/164_2021_450,Genetic and Epigenetic Regulation of Organic Cation Transporters.,"Charlotte Kölz, Elke Schaeffeler, Matthias Schwab, Anne T. Nies",Handbook of experimental pharmacology,2021,"Organic cation transporters (OCTs) of the solute carrier family (SLC) 22 are the subject of intensive research because they mediate the transport of many clinically-relevant drugs such as the antidiabetic agent metformin, the opioid tramadol, and the antimigraine agent sumatriptan. OCT1 (SLC22A1) and OCT2 (SLC22A2) are highly expressed in human liver and kidney, respectively, while OCT3 (SLC22A3) shows a broader tissue distribution. As suggested from studies using knockout mice, particularly OCT2 and OCT3 appear to be of relevance for brain physiological function and drug response. The knowledge of genetic factors and epigenetic modifications affecting function and expression of OCTs is important for a better understanding of disease mechanisms and for personalized treatment of patients. This review briefly summarizes the impact of genetic variants and epigenetic regulation of OCTs in general. A comprehensive overview is given on the consequences of OCT2 and OCT3 knockout in mice and the implications of genetic OCT2 and OCT3 variants on central nervous system function in humans.",1ea82ee5-7700-47ae-a6ba-2b4c9f27b75c,15,95,https://pubmed.ncbi.nlm.nih.gov/33674913
10.1038/JHG.2011.77,"Screening of genetic variations of SLC15A2, SLC22A1, SLC22A2 and SLC22A6 genes.","Hyun Sub Cheong, Hae Deun Kim, Han Sung Na, Ji On Kim, Lyoung Hyo Kim, Seung Hee Kim, Joon Seol Bae, Myeon Woo Chung, Hyoung Doo Shin",Journal of Human Genetics,2011,"A growing list of membrane-spanning proteins involved in the transport of a large variety of drugs has been recognized and characterized to include peptide and organic anion/cation transporters. Given such an important role of transporter genes in drug disposition process, the role of single-nucleotide polymorphisms (SNPs) in such transporters as potential determinants of interindividual variability in drug disposition and pharmacological response has been investigated. To define the distribution of transporter gene SNPs across ethnic groups, we screened 450 DNAs in cohorts of 250 Korean, 50 Han Chinese, 50 Japanese, 50 African-American and 50 European-American ancestries for 64 SNPs in four transporter genes encoding proteins of the solute carrier family (SLC15A2, SLC22A1, SLC22A2 and SLC22A6). Of the 64 SNPs, 19 were core pharmacogenetic variants and 45 were HapMap tagging SNPs. Polymorphisms were genotyped using the golden gate genotyping assay. After genetic variability, haplotype structures and ethnic diversity were analyzed, we observed that the distributions of SNPs in a Korean population were similar to other Asian groups (Chinese and Japanese), and significantly different from African-American and European-American cohorts. Findings from this study would be valuable for further researches, including pharmacogenetic studies for drug responses.",ae58ba05-9ad8-4054-810a-f69411a5d947,13,36,https://pubmed.ncbi.nlm.nih.gov/21796140
10.1111/CTS.12769,Genetic Diversity in Drug Transporters: Impact in African Populations.,"Iris Rajman, Laura Knapp, Imad Hanna",Clinical and Translational Science,2020,"Polymorphisms in drug transporters, like the adenosine triposphate‒binding cassette (ABC) and solute carrier (SLC) superfamilies, may contribute to the observed diversity in drug response in African patients. This review aims to provide a comprehensive summary and analysis of the frequencies and distributions in African populations of ABC and SLC variants that affect drug pharmacokinetics (PK) and pharmacodynamics (PD). Of polymorphisms evaluated in African populations, SLCO1B1 rs4149056 and SLC22A6 rs1158626 were found at markedly higher frequencies than in non‐African populations. SLCO1B1 rs4149056 was associated with reduction in rifampin exposure, which has implications for dosing this important anti‐tuberculosis therapy. SLC22A6 rs1158626 was associated with increased affinity for antiretroviral drugs. Genetic diversity in SLC and ABC transporters in African populations has implications for conventional therapies, notably in tuberculosis and HIV. More PK and PD data in African populations are needed to assess potential for a different response to drugs compared with other global populations.",5c531d3e-6360-44ae-a9ec-299f6bed4147,20,79,https://pubmed.ncbi.nlm.nih.gov/32100958
10.1038/CLPT.2008.61,Genetic variants of the organic cation transporter 2 influence the disposition of metformin.,"Song Is, Shin Hj, EJ Shim, IS Jung, WY Kim, JH Shon, Shin Jg",Clinical Pharmacology & Therapeutics,2008,"Genetic variants of the organic cation transporter 2 (protein, OCT2; gene, SLC22A2) were evaluated for their contribution to the variations in the pharmacokinetics of metformin, especially to its renal elimination. Genetic variants of SLC22A2 (c.596C>T, c.602C>T, and c.808G>T) showed significant differences in metformin pharmacokinetics when compared with the reference genotype, with higher peak plasma concentration (C(max)) and area under the curve (AUC) and lower renal clearance (Cl(renal)), thereby suggesting that a decrease in transport function associated with the SLC22A2 variants results in reduced Cl(renal) of metformin and consequently leads to increased plasma concentrations.",7e0ada86-a3de-42c5-9313-0ad5e2b7e3ca,313,19,https://pubmed.ncbi.nlm.nih.gov/18401339
10.1089/OMI.2016.0165,Organic Cation Transporter 2 (OCT2/SLC22A2) Gene Variation in the South African Bantu-Speaking Population and Functional Promoter Variants.,"Nina Wilson, Ananyo Choudhury, Nadia Carstens, Demetra Mavri‐Damelin",(missing journal),2017,"Abstract SLC22A2 facilitates the transport of endogenous and exogenous cationic compounds. Many pharmacologically significant compounds are transported by SLC22A2, including the antidiabetic drug metformin, anticancer agent cisplatin, and antiretroviral lamivudine. Genetic polymorphisms in SLC22A2 can modify the pharmacokinetic profiles of such important medicines and could therefore prove useful as precision medicine biomarkers. Since the frequency of SLC22A2 polymorphisms varies among different ethnic populations, we evaluated these in South African Bantu speakers, a majority group in the South African population, who exhibit unique genetic diversity, and we subsequently functionally characterized promoter polymorphisms. We identified 11 polymorphisms within the promoter and 9 single-nucleotide polymorphisms (SNPs) within the coding region of SLC22A2. While some polymorphisms appeared with minor allele frequencies similar to other African and non-African populations, some differed considerably; this was...",3bc85473-19ed-4c47-8c9b-5a0a737e4eab,9,53,(missing PubMedId)
(missing DOI),Genotypic and phenotypic factors influencing drug response in Mexican patients with type 2 diabetes mellitus,"HE Sanchez-Ibarra, LM Reyes-Cortes…",Frontiers in …,2018,"The treatment of Type 2 Diabetes Mellitus (T2DM) consists primarily of oral antidiabetic drugs (OADs) that stimulate insulin secretion, such as sulfonylureas (SUs) and reduce hepatic …",41e78073-7e82-4f74-977c-b42710bcf291,0,0,(missing PubMedId)
(missing DOI),Organic Cation Transporters and nephrotoxicity: the impact of genetic polymorphisms,"Z Zazuli, NJCB Duin, K Jansen, SJH Vijverberg…",Optimizing safety of …,(missing year),"… variants, rs8177516 (R400S), rs8177517 (K432Q), rs8177507 (M165I) and rs316019 (A270S), and suggested that tetrabutylammonium is the more potent inhibitor for the rs8177516 (…",32c0845a-5fc1-4d76-ba49-881e16e740ee,0,0,(missing PubMedId)
