DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
10.1016/J.DMPK.2016.06.001,"Gene-gene interactions between DRD3, MRP4 and CYP2B6 polymorphisms and its influence on the pharmacokinetic parameters of efavirenz in HIV infected patients.","Almudena Sánchez-Martín, Salvador Cabrera Figueroa, Raquel Cruz, Liliana Porras-Hurtado, Fernando Calvo-Boyero, Mahmood Rasool, Alfonso Domínguez-Gil Hurlé, Ãngel Carracedo, Carmen Bustos, Miguel Cordero, Aurelio Fuertes, Alicia Sánchez Iglesias, Guillermo Luna, Ma Paz Valverde",Drug Metabolism and Pharmacokinetics,2016,"Genetic factors have a significant impact on the PK variability of EFV, much higher than other non-genetic factors, such as demography. In this work we have performed a comprehensive PG analysis of genes encoding the major metabolizing enzymes and transporters of EFV, establishing a clear relationship between the PK parameters and genetic factors, which explain 50% of the variability in EFV PK parameters. The most relevant associations for metabolizing enzymes were found in CYP2B6 (rs3745274), in agreement with previous studies. The influence of transporters on the kinetics of EFV was also proved with significant correlations between the PK parameters of EFV and MRP4 (rs1751034, rs2274407). Analysis of gene-gene interactions with CYP2B6 was particularly useful to reinforce the role of MRP4 and to reveal unknown associations, such as that of DRD3. However, the role of DRD3 cannot be a direct effect but an indirect one due to physical proximity of NAT and the DRD3 locus in the genome.",9e1a1433-edbb-4c0d-9673-6e5d8236d9a4,16,40,https://pubmed.ncbi.nlm.nih.gov/27665700
10.2147/PGPM.S329690,Pharmacokinetics of Tenofovir Alafenamide Fumarate and Tenofovir in the Chinese People: Effects of Non-Genetic Factors and Genetic Variations.,"Xue Li, Xinyi Tan, Xue‐jun Cui, Ming Yang, Chao Chen, Xiaoyun Chen",Pharmacogenomics and Personalized Medicine,2021,"Background Tenofovir alafenamide fumarate (TAF) was approved for HBV treatment in China in 2018. Despite higher antiviral efficacy and less impact on renal function and bone mineral density, the pharmacokinetic profiles of TAF are highly variable. The objectives of this study were to investigate the pharmacokinetics of TAF in the Chinese population and explore the associations between TAF and genetic polymorphisms and non-genetic factors. Patients and Methods A total of 64 healthy Chinese subjects aged 18~65 years old were planned to enroll. According to the dietary intake status, the subjects were divided into two groups (n = 32 per group). The concentrations of TAF and tenofovir were measured by HPLC-MS/MS, and the single-nucleotide polymorphisms were analyzed by MALDI-TOF MS. Results All the enrolled participants (18–35 years) completed the clinical trial study. Similar to the results reported in other ethnic populations, the pharmacokinetic profiles of TAF and tenofovir were highly variable in the Chinese people, and the HFHC diet can significantly increase the systemic exposure of TAF. We determined both HFHC diet and rs7311358 (SLCO1B3) genotypes were independently associated with TAF AUC0-t, while HFHC diet, age and rs3740066 (ABCC2) variants were predictive of t1/2 of tenofovir (P < 0.05). The subjects with the AA genotype in rs7311358 had significantly higher TAF AUC0-t values (1.15 times) than those with a G allele, and the t1/2 of tenofovir in the rs3740066 TT genotype group was 1.23 times longer than that of CC genotype group. Furthermore, there was a trend of higher TAF AUC and shorter tenofovir t1/2 for the rs2032582 (ABCB1) T allele and rs3742106 (ABCC4) CC variant, respectively, although not statistically significant in the multiple linear regression analysis. Conclusion This study provided new evidence to suggest a critical link between both genetic and non-genetic factors and TAF pharmacokinetics in the Chinese people.",044903db-2407-48c5-a25d-71c8350cb127,16,34,https://pubmed.ncbi.nlm.nih.gov/34703277
10.1007/S00228-014-1769-8,"Influence of PTGS1, PTGFR, and MRP4 genetic variants on intraocular pressure response to latanoprost in Chinese primary open-angle glaucoma patients","Li-chen Gao,  Di Wang,  Fang-qun Liu,  Zheng-yu Huang,  H. Huang,  Guichao Wang,  X. Chen,  Qun-zhi Shi,  Li Hong,  Li-ping Wu,  Jie Tang",European Journal of Clinical Pharmacology,2014,(missing abstract),d58fc558-1203-412a-bdc9-2905823fe729,22,29,(missing PubMedId)
10.1016/J.BCP.2016.09.016,Polymorphic variants of MRP4/ABCC4 differentially modulate the transport of methylated arsenic metabolites and physiological organic anions.,"Mayukh Banerjee, Vanessa Marensi, Gwenaëlle Conseil, X. Chris Le, Susan P.C. Cole, Elaine M. Leslie",Biochemical Pharmacology,2016,"Broad inter-individual variation exists in susceptibility to arsenic-induced tumours, likely involving differences in the ability of individuals to eliminate this metalloid. We recently identified human multidrug resistance protein 4 (MRP4/ABCC4) as a novel pathway for the cellular export of dimethylarsinic acid (DMAV), the major urinary arsenic metabolite in humans, and the diglutathione conjugate of the highly toxic monomethylarsonous acid [MMA(GS)2]. These findings, together with the basolateral and apical membrane localization of MRP4 in hepatocytes and renal proximal tubule cells, respectively, suggest a role for MRP4 in the urinary elimination of hepatic arsenic metabolites. Accordingly, we have now investigated the influence of non-synonymous single nucleotide polymorphisms (SNPs) on MRP4 levels, cellular localization, and arsenical transport. Of eight MRP4 variants (C171G-, G187W-, K304N-, G487E-, Y556C-, E757K-, V776I- and C956S-MRP4) characterized, two (V776I- and C956S-MRP4) did not localize appropriately to the plasma membrane of HEK293T and LLC-PK1 cells. Characterization of the six correctly localized mutants revealed that MMA(GS)2 transport by C171G-, G187W-, and K304N-MRP4 was 180%, 73%, and 30% of WT-MRP4 activity, respectively, whereas DMAV transport by K304N- and Y556C-MRP4 was 30% and 184% of WT-MRP4, respectively. Transport of the prototypical physiological MRP4 substrates prostaglandin E2 and 17β-estradiol 17-(β-d-glucuronide) by the six variants was also differentially affected. Thus, MRP4 variants have differing abilities to transport arsenic and endogenous metabolites through both altered function and membrane localization. Further investigation is warranted to determine if genetic variations in ABCC4 contribute to inter-individual differences in susceptibility to arsenic-induced (and potentially other) diseases.",59d62b8d-0170-4595-b10e-b464c026ad71,53,65,https://pubmed.ncbi.nlm.nih.gov/27659809
10.2147/PGPM.S306358,Influence of SULT1A1*2 Polymorphism on Plasma Efavirenz Concentration in Thai HIV-1 Patients.,"Montri Chamnanphon, Rattanaporn Sukprasong, Andrea Gaedigk, Weerawat Manosuthi, Pajaree Chariyavilaskul, Supeecha Wittayalertpanya, Napatrupron Koomdee, Thawinee Jantararoungtong, Apichaya Puangpetch, Chonlaphat Sukasem",Pharmacogenomics and Personalized Medicine,2021,"Purpose  Plasma efavirenz (EFV) concentrations within therapeutic levels are essential to successfully treat patients suffering from human immunodeficiency virus (HIV) type 1. In addition to the drug-metabolizing enzyme CYP2B6, other phase II drug-metabolizing enzymes and transporters may have an important role in the pharmacokinetics of EFV. Thus, the influence of phase II drug-metabolizing enzymes and drug transporters on plasma EFV levels was investigated in Thai HIV patients receiving EFV.  Patients and methods  Genotyping was performed by TaqMan® real-time PCR in 149 HIV-infected Thai adults, and plasma efavirenz concentration was measured by a validated high-performance liquid chromatography in 12 hours after dosing steady-state plasma samples at week 12 and 24.  Results  Patients with three or more copies of SULT1A1 had significantly lower median plasma EFV concentrations than those carrying two copies at week 12 (p=0.046) and SULT1A1*2 (c.638G>A) carriers had significantly lower median plasma EFV concentrations compared to those not carrying the variant at week 24 (p=0.048). However, no significant association was found after adjusting for CYP2B6 genotype.  Conclusion  Genetic variation in a combination of SULT1A1*2 and SULT1A1 copy number may contribute to variability in EFV metabolism and thereby may impact drug response. The influence of a combination between the SULT1A1 and CYP2B6 genotype on EFV pharmacokinetics should be further investigated in a larger study population.",5cf31a55-9c07-422a-a65f-7d37da2452cd,3,73,https://pubmed.ncbi.nlm.nih.gov/34335044
10.1124/JPET.108.136523,"The Human Multidrug Resistance Protein 4 (MRP4, ABCC4): Functional Analysis of a Highly Polymorphic Gene","Nada Abla, Leslie W. Chinn, Tsutomu Nakamura, Li Liu (75607), Conrad C. Huang, Susan J. Johns, Michiko Kawamoto, Doug Stryke, Travis R. Taylor, Thomas E. Ferrin, Kathleen M. Giacomini, Deanna L. Kroetz",Journal of Pharmacology and Experimental Therapeutics,2008,"ABCC4 encodes multidrug resistance protein 4 (MRP4), a member of the ATP-binding cassette family of membrane transporters involved in the efflux of endogenous and xenobiotic molecules. The aims of this study were to identify single nucleotide polymorphisms of ABCC4 and to functionally characterize selected nonsynonymous variants. Resequencing was performed in a large ethnically diverse population. Ten nonsynonymous variants were selected for analysis of transport function based on allele frequencies and evolutionary conservation. The reference and variant MRP4 cDNAs were constructed by site-directed mutagenesis and transiently transfected into human embryonic kidney cells (HEK 293T). The function of MRP4 variants was compared by measuring the intracellular accumulation of two antiviral agents, azidothymidine (AZT) and adefovir (PMEA). A total of 98 variants were identified in the coding and flanking intronic regions of ABCC4. Of these, 43 variants are in the coding region, and 22 are nonsynonymous. In a functional screen of ten variants, there was no evidence for a complete loss of function allele. However, two variants (G187W and G487E) showed a significantly reduced function compared to reference with both substrates, as evidenced by higher intracellular accumulation of AZT and PMEA compared to the reference MRP4 (43 and 69% increase in accumulation for G187W compared with the reference MRP4, with AZT and PMEA, respectively). The G187W variant also showed decreased expression following transient transfection of HEK 293T cells. Further studies are required to assess the clinical significance of this altered function and expression and to evaluate substrate specificity of this functional change.",507cd0e2-7d7b-4ea3-ab60-6937522d5c36,141,41,https://pubmed.ncbi.nlm.nih.gov/18364470
10.3390/IJMS18071435,Quantitative Evaluation of Drug Resistance Profile of Cells Expressing Wild-Type or Genetic Polymorphic Variants of the Human ABC Transporter ABCC4.,"Megumi Tsukamoto, Shiori Sato, Kazuhiro Satake, Mizuki Miyake, Hiroshi Nakagawa",International Journal of Molecular Sciences,2017,"Broad-spectrum resistance in cancer cells is often caused by the overexpression of ABC transporters; which varies across individuals because of genetic single-nucleotide polymorphisms (SNPs). In the present study; we focused on human ABCC4 and established cells expressing the wild-type (WT) or SNP variants of human ABCC4 using the Flp-In™ system (Invitrogen, Life Technologies Corp, Carlsbad, CA, USA) based on Flp recombinase-mediated transfection to quantitatively evaluate the effects of nonsynonymous SNPs on the drug resistance profiles of cells. The mRNA levels of the cells expressing each ABCC4 variant were comparable. 3-(4,5-Dimethyl-2-thiazol-2-yl)-2,5-diphenyl-2H-tetrazolium bromide (MTT) assay clearly indicated that the EC50 values of azathioprine against cells expressing ABCC4 (WT) were 1.4–1.7-fold higher than those against cells expressing SNP variants of ABCC4 (M184K; N297S; K304N or E757K). EC50 values of 6-mercaptopurine or 7-Ethyl-10-hydroxy-camptothecin (SN-38) against cells expressing ABCC4 (WT) were also 1.4–2.0- or 1.9-fold higher than those against cells expressing the SNP variants of ABCC4 (K304N or E757K) or (K304N; P403L or E757K); respectively. These results indicate that the effects of nonsynonymous SNPs on the drug resistance profiles of cells expressing ABCC4 can be quantitatively evaluated using the Flp-In™ system.",700be185-de81-4a72-8f34-65c47b4e34ee,16,40,https://pubmed.ncbi.nlm.nih.gov/28677646
10.2217/PGS.15.53,Misoprostol-induced fever and genetic polymorphisms in drug transporters SLCO1B1 and ABCC4 in women of Latin American and European ancestry.,"Ana Alfirevic, Jill Durocher, A. Elati, Wilfrido León, David Dickens, Steffen Rädisch, Helen Box, Marco Siccardi, Paul Curley, George Xinarianos, Arjun Ardeshana, Andrew Owen, J Eunice Zhang, Munir Pirmohamed, Z̄arko Alfirević, Andrew Weeks, Beverly Winikoff",Pharmacogenomics,2015,"AIM
Misoprostol, a prostaglandin analogue used for the treatment of postpartum hemorrhage and termination of pregnancy, can cause high fevers. Genetic susceptibility may play a role in misoprostol-induced fever.


SUBJECTS & METHODS
Body temperature of women treated with misoprostol for termination of pregnancy in the UK (n = 107) and for postpartum hemorrhage in Ecuador (n = 50) was measured. Genotyping for 33 single nucleotide polymorphisms in 15 candidate genes was performed. Additionally, we investigated the transport of radiolabeled misoprostol acid across biological membranes in vitro.


RESULTS
The ABCC4 single nucleotide polymorphism rs11568658 was associated with misoprostol-induced fever. Misoprostol acid was transported across a blood-brain barrier model by MRP4 and SLCO1B1.


CONCLUSION
Genetic variability in ABCC4 may contribute to misoprostol-induced fever in pregnant women. Original submitted 21 January 2015; Revision submitted 24 April 2015.",45345823-4391-4bb2-8178-5d4ae8b189d1,17,42,https://pubmed.ncbi.nlm.nih.gov/26122863
(missing DOI),hCNT1 及 MRP4 基因多态性对慢性乙型肝炎核苷类似物抗病毒治疗应答的影响,王文真， 卢丽霞， 李大,四川大学学报 (医学版),2014,"… The distribution of allelotype rs2290272 C/T and rs11568658 G/G in PPR group were higher than those in CVR CM (155mmgroup (P= 0.043, P= 0.049). Haplotype of C/A/T/C and C/C/G/…",15963df6-8008-4e61-b04f-eedd9d4ed3fc,0,0,(missing PubMedId)
(missing DOI),The therapeutic landscape for COVID-19 and post-COVID-19 medications from genetic profiling of the Vietnamese population and a predictive model of drug-drug …,"TK Nguyen, GM Vu, VC Duong, TL Pham, NT Nguyen…",Heliyon,2024,"… In terms of transporters, we detected that the rs11568658 variant of the ABCC4 gene which accounts for 10.6% of the 1KVG, might have impacts on the function of the multidrug …",03bca255-8487-4a11-be7a-f6d2928c0a3a,0,0,(missing PubMedId)
