DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
10.26153/TSW/3258,Mitochondrial formate production and its impact on embryonic cranial tissue development in the mouse,Amanda Vaughn,(missing journal),2019,(missing abstract),bc124383-0e3a-491e-84d5-e24e09678f4d,1,0,(missing PubMedId)
10.1016/J.JALZ.2010.05.219,O1-03-03: Dementia revealed: Novel chromosome 6 locus for late-onset Alzheimer's disease provides genetic evidence for folate-pathway abnormalities,"Adam C Naj, Gary W. Beecham, Eden R. Martin, Paul J. Gallins, Eric Powell, Ioanna Konidari, Patrice L. Whitehead, Guiqing Cai, Yuji Kajiwara, Vahram Haroutunian, William K. Scott, Jeffery M. Vance, Michael A. Slifer, Harry E. Gwirtsman, John R. Gilbert, Jonathan L. Haines, Joseph D. Buxbaum, Margaret A. Pericak‐Vance",Alzheimer's & Dementia,2010,(missing abstract),af1f605a-3d10-42d8-a811-b9bbea789bb5,3,0,(missing PubMedId)
10.1016/J.JALZ.2010.05.218,Exome sequencing of late-onset extended Alzheimer families,"Stephan Zuchner, Gary W. Beecham, Jonathan L. Haines, Margaret A. Pericak‐Vance",Alzheimer's & Dementia,2010,(missing abstract),08a2ec5c-fa9f-46eb-90d5-ff71b8dbf556,1,0,(missing PubMedId)
10.1371/JOURNAL.PGEN.1001130,Dementia revealed: novel chromosome 6 locus for late-onset Alzheimer disease provides genetic evidence for folate-pathway abnormalities.,"Adam C Naj, Gary W. Beecham, Eden R. Martin, Paul J. Gallins, Eric Powell, Ioanna Konidari, Patrice L. Whitehead, Guiqing Cai, Vahram Haroutunian, William K. Scott, Jeffery M. Vance, Michael A. Slifer, Harry E. Gwirtsman, John R. Gilbert, Jonathan L. Haines, Joseph D. Buxbaum, Margaret A. Pericak‐Vance",PLOS Genetics,2010,"Genome-wide association studies (GWAS) of late-onset Alzheimer disease (LOAD) have consistently observed strong evidence of association with polymorphisms in APOE. However, until recently, variants at few other loci with statistically significant associations have replicated across studies. The present study combines data on 483,399 single nucleotide polymorphisms (SNPs) from a previously reported GWAS of 492 LOAD cases and 496 controls and from an independent set of 439 LOAD cases and 608 controls to strengthen power to identify novel genetic association signals. Associations exceeding the experiment-wide significance threshold (alpha=1.03x10(-7)) were replicated in an additional 1,338 cases and 2,003 controls. As expected, these analyses unequivocally confirmed APOE's risk effect (rs2075650, P=1.9x10(-36)). Additionally, the SNP rs11754661 at 151.2 Mb of chromosome 6q25.1 in the gene MTHFD1L (which encodes the methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like protein) was significantly associated with LOAD (P=4.70x10(-8); Bonferroni-corrected P=0.022). Subsequent genotyping of SNPs in high linkage disequilibrium (r2>0.8) with rs11754661 identified statistically significant associations in multiple SNPs (rs803424, P=0.016; rs2073067, P=0.03; rs2072064, P=0.035), reducing the likelihood of association due to genotyping error. In the replication case-control set, we observed an association of rs11754661 in the same direction as the previous association at P=0.002 (P=1.90x10(-10) in combined analysis of discovery and replication sets), with associations of similar statistical significance at several adjacent SNPs (rs17349743, P=0.005; rs803422, P=0.004). In summary, we observed and replicated a novel statistically significant association in MTHFD1L, a gene involved in the tetrahydrofolate synthesis pathway. This finding is noteworthy, as MTHFD1L may play a role in the generation of methionine from homocysteine and influence homocysteine-related pathways and as levels of homocysteine are a significant risk factor for LOAD development.",2aff4975-e800-44fb-9807-f8f475cb6e17,181,78,https://pubmed.ncbi.nlm.nih.gov/20885792
(missing DOI),The MTHFD1L gene rs11754661 marker is associated with susceptibility to Alzheimer's disease in the Chinese Han population,"RJ Ren, LL Wang, R Fang, LH Liu, Y Wang…",Journal of the …,2011,… the relationship between the rs11754661 polymorphism of the … The rs11754661 polymorphism was associated with AD in the … Our data revealed that the allele (A) of the rs11754661 …,998dddce-869e-472d-beef-4daa2f004e37,0,0,(missing PubMedId)
10.1038/TP.2016.19,Distinct effects of folate pathway genes MTHFR and MTHFD1L on ruminative response style: a potential risk mechanism for depression,"Nora Eszlari, Dávid Kovács, Peter Petschner, Dorottya Pap, Xénia Gonda, Rebecca Elliott, Ian Anderson, J.F.W. Deakin, György Bagdy, Gabriella Juhász",Translational Psychiatry,2016,"Alterations in the folate pathway have been related to both major depression and cognitive inflexibility; however, they have not been investigated in the genetic background of ruminative response style, which is a form of perseverative cognition and a risk factor for depression. In the present study, we explored the association of rumination (measured by the Ruminative Responses Scale) with polymorphisms of two distinct folate pathway genes, MTHFR rs1801133 (C677T) and MTHFD1L rs11754661, in a combined European white sample from Budapest, Hungary (n=895) and Manchester, United Kingdom (n=1309). Post hoc analysis investigated whether the association could be replicated in each of the two samples, and the relationship between folate pathway genes, rumination, lifetime depression and Brief Symptom Inventory depression score. Despite its functional effect on folate metabolism, the MTHFR rs1801133 showed no effect on rumination. However, the A allele of MTHFD1L rs11754661 was significantly associated with greater rumination, and this effect was replicated in both the Budapest and Manchester samples. In addition, rumination completely mediated the effects of MTHFD1L rs11754661 on depression phenotypes. These findings suggest that the MTHFD1L gene, and thus the C1-THF synthase enzyme of the folate pathway localized in mitochondria, has an important effect on the pathophysiology of depression through rumination, and maybe via this cognitive intermediate phenotype on other mental and physical disorders. Further research should unravel whether the reversible metabolic effect of MTHFD1L is responsible for increased rumination or other long-term effects on brain development.",884ed0a9-cb86-4366-a3aa-b6348fe340fc,27,58,https://pubmed.ncbi.nlm.nih.gov/26926881
10.3233/JAD-2011-101983,The MTHFD1L gene rs11754661 marker is not associated with Alzheimer's disease in a sample of the Spanish population.,"Reposo Ramírez‐Lorca, Mercé Boada, Carmen Antúnez, Jesús López‐Arrieta, Concha Moreno‐Rey, Isabel Hernández, Juan Marín, Javier Gayán, Antonio González‐Pérez, Montserrat Alegret, Lluís Tárraga, Luís Miguel Real, Agustín Ruiz",Journal of Alzheimer's Disease,2011,The MTHFD1L gene SNP variant rs11754661 was found to increase the risk of Alzheimer's disease in a recent Whole Genome Association Study [1]. We have carried out an independent study of this genetic variant in 2467 individuals from Spain. We found no evidence of association between the MTHFD1L marker and susceptibility to Alzheimer's disease in our sample.,813dc48e-64a9-4fb2-8310-fc5d5b0f4f0c,7,12,https://pubmed.ncbi.nlm.nih.gov/21383495
10.3233/JAD-2011-111847,Replication of the MTHFD1L gene association with late-onset Alzheimer's disease in a Northern Han Chinese population.,"Xiaoying Ma, Jin‐Tai Yu, Zhong‐Chen Wu, Qun Zhang, Qiu‐Yan Liu, Hui-Fu Wang, Wei Wang, Lan Tan",Journal of Alzheimer's disease : JAD,2012,"We conducted a replication study of the 2 genetic variants, rs11754661 and rs2073067, in MTHFD1L that have been recently reported to be associated with late-onset Alzheimer's disease (LOAD) in a genome-wide study in Caucasians. The associations were evaluated in a case-control sample comprising 1,189 Northern Han-Chinese individuals. The rs11754661 polymorphism is associated with LOAD (OR = 1.727; p = 0.016). For rs2073067, LOAD association was found only in APOEε4 carriers (OR = 0.400; p < 0.001). Haplotype analysis revealed the “AC” haplotype increased the risk of developing LOAD (OR = 1.730; p = 0.015). Our findings support a role of MTHFD1L gene in LOAD.",3b20371a-1735-48e5-aeb4-0de68fb866a1,13,29,https://pubmed.ncbi.nlm.nih.gov/22330827
10.7717/PEERJ.17339,"Alzheimer’s diseases in America, Europe, and Asian regions: a global genetic variation","Rahni Hossain, Kunwadee Noonong, Manit Nuinoon, Udom Lao-On, Christopher M. Norris, Pradoldej Sompol, Md. Atiar Rahman, Hideyuki J. Majima, Jitbanjong Tangpong",PeerJ,2024,"Background Alzheimer’s disease (AD) is one of the multifaceted neurodegenerative diseases influenced by many genetic and epigenetic factors. Genetic factors are merely not responsible for developing AD in the whole population. The studies of genetic variants can provide significant insights into the molecular basis of Alzheimer’s disease. Our research aimed to show how genetic variants interact with environmental influences in different parts of the world. Methodology We searched PubMed and Google Scholar for articles exploring the relationship between genetic variations and global regions such as America, Europe, and Asia. We aimed to identify common genetic variations susceptible to AD and have no significant heterogeneity. To achieve this, we analyzed 35 single-nucleotide polymorphisms (SNPs) from 17 genes (ABCA7, APOE, BIN1, CD2AP, CD33, CLU, CR1, EPHA1, TOMM40, MS4A6A, ARID5B, SORL1, APOC1, MTHFD1L, BDNF, TFAM, and PICALM) from different regions based on previous genomic studies of AD. It has been reported that rs3865444, CD33, is the most common polymorphism in the American and European populations. From TOMM40 and APOE rs2075650, rs429358, and rs6656401, CR1 is the common investigational polymorphism in the Asian population. Conclusion The results of all the research conducted on AD have consistently shown a correlation between genetic variations and the incidence of AD in the populations of each region. This review is expected to be of immense value in future genetic research and precision medicine on AD, as it provides a comprehensive understanding of the genetic factors contributing to the development of this debilitating disease.",2e5e1b47-4a26-4381-a29e-0ea9201584d3,6,170,https://pubmed.ncbi.nlm.nih.gov/38756443
(missing DOI),"“Índice de massa corporal, hipertensão arterial e polimorfismo do gene MTHFD1L numa população de Longevos","NE Espíndula, MC dos Santos…",ENFERMAGEM …,2020,"… Nossos resultados sugerem ausência de associação do polimorfismo rs11754661 do gene MTHFD1L com a longevidade humana. Por outro lado, foram encontrados menores níveis …",1780663f-7b16-44d5-9949-0f90fa5b2316,0,0,(missing PubMedId)
