DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
10.1016/J.AJHG.2009.02.011,"Genome-wide association study of vitamin B6, vitamin B12, folate, and homocysteine blood concentrations.","Toshiko Tanaka, Paul Scheet, Betti Giusti, Stefania Bandinelli, Maria Grazia Piras, Gianluca Usala, Sandra Lai, Antonella Mulas, A. Corsi, Anna Vestrini, F. Sofi, Anna Maria Gori, Rosanna Abbate, Jack M. Guralnik, Andrew B. Singleton, Gonçalo R. Abecasis, David Schlessinger, Manuela Uda, Luigi Ferrucci",American Journal of Human Genetics,2009,"The B vitamins are components of one-carbon metabolism (OCM) that contribute to DNA synthesis and methylation. Homocysteine, a by-product of OCM, has been associated with coronary heart disease, stroke and neurological disease. To investigate genetic factors that affect circulating vitamin B6, vitamin B12, folate and homocysteine, a genome-wide association analysis was conducted in the InCHIANTI (N = 1175), SardiNIA (N = 1115), and BLSA (N = 640) studies. The top loci were replicated in an independent sample of 687 participants in the Progetto Nutrizione study. Polymorphisms in the ALPL gene (rs4654748, p = 8.30 × 10−18) were associated with vitamin B6 and FUT2 (rs6022662, p = 2.83 × 10−20) with vitamin B12 serum levels. The association of MTHFR, a gene consistently associated with homocysteine, was confirmed in this meta-analysis. The ALPL gene likely influences the catabolism of vitamin B6 while FUT2 interferes with absorption of vitamin B12. These findings highlight mechanisms that affect vitamin B6, vitamin B12 and homocysteine serum levels.",c43deef1-ee7e-4cb0-a1eb-3d5a5420595c,336,54,https://pubmed.ncbi.nlm.nih.gov/19303062
10.1161/CIRCULATIONAHA.116.025164,Lower Circulating Folate Induced by a Fidgetin Intronic Variant Is Associated With Reduced Congenital Heart Disease Susceptibility,"Dan Wang, Feng Wang, Kai-hu Shi, Hui Tao, Li Yang, Rui Zhao, Han Lu, Wenyuan Duan, Bin Qiao, Shimin Zhao, Hongyan Wang, Jian‐Yuan Zhao",Circulation,2017,"Background: Folate deficiency is an independent risk factor for congenital heart disease (CHD); however, the maternal plasma folate level is paradoxically not a good diagnostic marker. Genome-wide surveys have identified variants of nonfolate metabolic genes associated with the plasma folate level, suggesting that these genetic polymorphisms are potential risk factors for CHD. Methods: To examine the effects of folate concentration-related variations on CHD risk in the Han Chinese population, we performed 3 independent case-control studies including a total of 1489 patients with CHD and 1745 control subjects. The expression of the Fidgetin (FIGN) was detected in human cardiovascular and decidua tissue specimens with quantitative real-time polymerase chain reaction and Western blotting. The molecular mechanisms were investigated by luciferase reporter assays, surface plasmon resonance, and chromatin immunoprecipitation. FIGN-interacting proteins were confirmed by tandem affinity purification and coimmunoprecipitation. Proteasome activity and metabolite concentrations in the folate pathway were quantified with a commercial proteasome activity assay and immunoassays, respectively. Results: The +94762G>C (rs2119289) variant in intron 4 of the FIGN gene was associated with significant reduction in CHD susceptibility (P=5.1×10−14 for the allele, P=8.5×10–−13 for the genotype). Analysis of combined samples indicated that CHD risks in individuals carrying heterozygous (GC) or homozygous (CC) genotypes were reduced by 44% (odds ratio [OR]=0.56; 95% confidence interval [CI]=0.47–0.67) and 66% (OR=0.34; 95% CI=0.23–0.50), respectively, compared with those with the major GG genotype. Minor C allele carriers who had decreased plasma folate levels exhibited significantly increased FIGN expression because the transcription suppressor CREB1 did not bind the alternative promoter of FIGN isoform X3. Mechanistically, increased FIGN expression led to the accumulation of both reduced folate carrier 1 and dihydrofolate reductase via inhibition of their proteasomal degradation, which promoted folate absorption and metabolism. Conclusions: We report a previously undocumented finding that decreased circulating folate levels induced by increased folate transmembrane transport and utilization, as determined by the FIGN intronic variant, serves as a protective mechanism against CHD. Our results may explain why circulating folate levels do not have a good diagnostic value.",e81f91d0-82b8-462c-97b3-0789b9fa87df,66,52,https://pubmed.ncbi.nlm.nih.gov/28302752
10.1371/JOURNAL.PONE.0088332,A Genetic Variant in Vitamin B12 Metabolic Genes That Reduces the Risk of Congenital Heart Disease in Han Chinese Populations,"Jue Wang, Jian‐Yuan Zhao, Feng Wang, Qianqian Peng, Jia Hou, Shuna Sun, Yonghao Gui, Wenyuan Duan, Bin Qiao, Hongyan Wang",PloS one,2014,"Background Genome-wide association studies on components of the one-carbon metabolic pathway revealed that human vitamin B12 levels could be significantly influenced by variationsinthefucosyltransferase 2 (FUT2), cubilin (CUBN), and transcobalamin-I (TCN1) genes. An altered vitamin B12 level is an important factor that disturbs the homeostasis of the folate metabolism pathway, which in turn can potentially lead to the development of congenital heart disease (CHD). Therefore, we investigated the association between the variants of vitamin B12-related genes and CHD in Han Chinese populations. Methods and Results Six variants of the vitamin B12-related genes were selected for analysis in two independent case-control studies, with a total of 868 CHD patients and 931 controls. The variant rs11254363 of the CUBN gene was associated with a decreased risk of developing CHD in both the separate and combined case-control studies. Combined samples from the two cohorts had a significant decrease in CHD risk for the G allele (OR = 0.48, P = 1.7×10−5) and AG+GG genotypes (OR = 0.49, P = 4×10−5), compared with the wild-type A allele and AA genotype, respectively. Conclusions Considering the G allele of variant rs11254363 of the CUBN gene was associated with an increased level of circulating vitamin B12. This result suggested that the carriers of the G allele would benefit from the protection offered by the high vitamin B12 concentration during critical heart development stages. This finding shed light on the unexpected role of CUBN in CHD development and highlighted the interplay of diet, genetics, and human birth defects.",3bb30ebc-4322-41ad-92e9-4f71a76eda1a,13,23,https://pubmed.ncbi.nlm.nih.gov/24533076
10.3945/AJCN.115.107219,"Genetic modifiers of folate, vitamin B-12, and homocysteine status in a cross-sectional study of the Canadian population.","John W. R. Zinck, Margaret de Groh, Amanda J. MacFarlane",The American journal of clinical nutrition,2015,"BACKGROUND
Genetic variation can cause variable responses to environmental stimuli. A number of single-nucleotide polymorphisms (SNPs) have been associated with B vitamin status or chronic diseases related to vitamin B-12 and folate metabolism.


OBJECTIVE
Our objective was to identify associations between common SNPs in genes related to folate and vitamin B-12 metabolism or associated with B vitamin-related chronic diseases and biomarkers of nutrient status in a population exposed to folic acid fortification.


DESIGN
A panel of 116 SNPs was sequenced by using the Sequenom iPLEX Gold platform in a sample of 3114 adults aged 20-79 y from the Canadian Health Measures Survey, cycle 1. Associations between these SNPs and red blood cell (RBC) folate, serum vitamin B-12, and plasma total homocysteine were determined.


RESULTS
Twenty-one SNPs and 6 haplotype blocks were associated with RBC folate, serum vitamin B-12, and/or plasma homocysteine concentrations. Vitamin status was associated mainly with SNPs in genes directly involved in vitamin absorption/uptake (CUBN, CD320), transport (TCN1, TCN2), or metabolism (BHMT2, CBS, MTHFR, MUT, SHMT1). Other SNPs included those in the DNMT2, DPEP1, FUT2, NOX4, and PON1 genes.


CONCLUSIONS
We identified novel associations between SNPs in CD320 and DNMT2, which had been previously associated with neural tube defects, and vitamin B-12 status, as well as between SNPs in SHMT1, which had been previously associated with colorectal cancer and cardiovascular disease risk, and RBC folate status. These novel associations provide a plausible metabolic rationale for the association of these SNPs with B vitamin-related diseases. We also observed a novel association between an SNP in CUBN with RBC folate and confirmed the association of a number of SNPs with B vitamin status in this large cross-sectional study.",18d18cd9-a8c5-4267-84b7-1708912c8adf,65,60,https://pubmed.ncbi.nlm.nih.gov/25948668
10.2174/1381612828666220328115605,Vitamin B-Related Gene Polymorphisms and Cardiovascular Disease.,"Maria Efthymia Katsa, Andrea Paola Rojas Gil","Endocrine, Metabolic & Immune Disorders - Drug Targets",2022,"Hyperhomocysteinemia is an independent risk factor for atherosclerosis, even in early childhood. A mutation in genes which code homocysteine metabolism enzymes or deficiency of specific vitamin cofactors may cause hyperhomocysteinemia. Vitamin B complex has been correlated with serum homocysteine levels. Any abnormality in its metabolism or nutritional deficiency may lead to hyperhomocysteinemia. Both vitamin B complex and homocysteine levels are partly genetically determined. Specifically, the most studied polymorphism is 677T-C in exon 5 of the 5,10- methylenetetrahydrofolate reductase (MTHFR) gene, which plays an important role in folate's metabolism. This polymorphism has been shown correlated with hypertension and cardiovascular disease. Polymorphisms in methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like (MTHFD1L) gene have also been correlated with increased risk for coronary artery disease. Other common serious polymorphisms regard the area with high linkage disequilibrium, which included the neuroblastoma breakpoint family, NBPF3 gene, and ~ 12-50 kb upstream of the tissue nonspecific alkaline phosphatase gene. Finally, the polymorphisms which have been mostly associated with vitamin B12 concentration are the rs11254363 polymorphism at intron 52 of the intrinsic factor vitamin B12 receptor of the CUBN and the rs526934 polymorphism at intron 8 of transcobalamin I. To sum up, several polymorphisms have already been associated with vitamin B complexes and therefore homocysteine level, which highlights the complex nature of vitamin B genetics.",3fde0de7-80ad-4a6f-a732-839061af3020,7,25,https://pubmed.ncbi.nlm.nih.gov/35346016
10.1002/IUB.1485,Association study between genome‐wide significant variants of vitamin B12 metabolism and gastric cancer in a han Chinese population,"Lei Zhao, Yucai Wei, Song Ai-ling, Yumin Li",IUBMB life,2016,"Gastric cancer is one of the leading causes of cancer mortality worldwide. Accumulating evidence suggests that vitamin B12 plays an important role in the development of gastric cancer. Genome‐wide association studies on metabolites in the one‐carbon metabolism pathway identified several vitamin B12‐related polymorphisms. Therefore, we investigated the association between variants within vitamin B12‐related genes and gastric cancer in a Han Chinese population. Eight variants within the genome were significant vitamin B12‐related genes, and they were selected for analysis in this case–control study. This study used a total of 492 gastric cancer patients and 550 noncancer controls. The variant rs526934 from the TCN1 gene was associated with an increased risk of developing gastric cancer. Increased risks of gastric cancer occurrence were observed in the minor G allele (OR = 1.25, 95% CI = 1.03–1.52, P = 0.031) and GG genotype (OR = 2.06, 95% CI = 1.24–3.42, P = 0.0043) compared with the wild‐type A allele and AA‐GA genotype, respectively. In the haplotypic analysis, we found that the CUBN haplotypes were associated with an altered gastric cancer risk. The rs1801222T/rs11254363A (OR = 1.40, 95% CI = 1.05–1.86, P = 0.021) and rs1801222C/rs11254363G (OR = 4.39, 95% CI = 2.32–8.30, P < 0.0001) haplotypes exhibited an increased gastric cancer risk, while rs1801222T/rs11254363G showed protective effects against gastric cancer (OR = 0.43, 95% CI = 0.25–0.73, P = 0.002) compared with the wild‐type rs1801222C/rs11254363A haplotype. The circulating vitamin B12 concentration‐related variants were associated with the occurrence of gastric cancer. This finding shed light on the unexpected role of vitamin B12 metabolism genes in gastric carcinogenesis and highlighted the interplay of diet, genetics, and human cancers. © 2016 IUBMB Life, 68(4):303–310, 2016",52254bb0-d86a-4e48-9ad2-8a991211b366,19,35,https://pubmed.ncbi.nlm.nih.gov/26959381
10.1093/HMG/DDP428,Genome-wide significant predictors of metabolites in the one-carbon metabolism pathway.,"Aditi Hazra, Peter Kraft, Ross Lazarus, Constance Chen, Stephen J. Chanock, Paul F. Jacques, Jacob Selhub, David J. Hunter",Human molecular genetics,2009,"Low plasma B-vitamin levels and elevated homocysteine have been associated with cancer, cardiovascular disease and neurodegenerative disorders. Common variants in FUT2 on chromosome 19q13 were associated with plasma vitamin B12 levels among women in a genome-wide association study in the Nurses' Health Study (NHS) NCI-Cancer Genetic Markers of Susceptibility (CGEMS) project. To identify additional loci associated with plasma vitamin B12, homocysteine, folate and vitamin B6 (active form pyridoxal 5'-phosphate, PLP), we conducted a meta-analysis of three GWA scans (total n = 4763, consisting of 1658 women in NHS-CGEMS, 1647 women in Framingham-SNP-Health Association Resource (SHARe) and 1458 men in SHARe). On chromosome 19q13, we confirm the association of plasma vitamin B12 with rs602662 and rs492602 (P-value = 1.83 x 10(-15) and 1.30 x 10(-14), respectively) in strong linkage disequilibrium (LD) with rs601338 (P = 6.92 x 10(-15)), the FUT2 W143X nonsense mutation. We identified additional genome-wide significant loci for plasma vitamin B12 on chromosomes 6p21 (P = 4.05 x 10(-08)), 10p12 (P-value=2.87 x 10(-9)) and 11q11 (P-value=2.25 x 10(-10)) in genes with biological relevance. We confirm the association of the well-studied functional candidate SNP 5,10-methylene tetrahydrofolate reductase (MTHFR) Ala222Val (dbSNP ID: rs1801133; P-value=1.27 x 10(-8)), on chromosome 1p36 with plasma homocysteine and identify an additional genome-wide significant locus on chromosome 9q22 (P-value=2.06 x 10(-8)) associated with plasma homocysteine. We also identified genome-wide associations with variants on chromosome 1p36 with plasma PLP (P-value=1.40 x 10(-15)). Genome-wide significant loci were not identified for plasma folate. These data reveal new biological candidates and confirm prior candidate genes for plasma homocysteine, plasma vitamin B12 and plasma PLP.",815a2a97-529b-4187-980d-57a861978080,221,105,https://pubmed.ncbi.nlm.nih.gov/19744961
10.1038/EJCN.2016.246,Homocysteine-reducing B vitamins and ischemic heart disease: a separate-sample Mendelian randomization analysis.,"Jie Zhao, C. Mary Schooling",European Journal of Clinical Nutrition,2017,"Observationally, homocysteine is positively associated with ischemic heart disease (IHD) and unhealthy lipids; folate and vitamin B12, which reduce homocysteine, are associated with lower IHD risk and healthy lipids. Randomized controlled trials have shown no benefits of folate and vitamin B12 for IHD. To clarify the role of these potential targets of intervention in IHD we assessed how genetically determined homocysteine, folate and vitamin-B12-affected IHD and lipids. Separate-sample instrumental variable analysis with genetic instruments, that is, Mendelian randomization, was used to obtain unconfounded estimates (based on strongly related single-nucleotide polymorphisms (SNPs)) using CARDIoGRAMplusC4D, a large coronary artery disease/myocardial infarction (CAD/MI) case (n=64 374)–control (n=130 681) study with extensive genotyping, and the Global Lipids Genetics Consortium Results (n=196 475). Homocysteine was unrelated to CAD/MI (odds ratio (OR) 1.07 per log-transformed s.d., 95% confidence interval (CI) 0.96 to 1.19) based on 14 SNPs, as was folate (OR 1.18 per s.d., 95% CI 0.80 to 1.75) based on rs153734, and vitamin B12 (OR 0.98 per log-transformed s.d., 95% CI 0.85 to 1.14) based on rs602662, rs9473555, rs526934 and rs11254363. Homocysteine and folate were not clearly associated with lipids, vitamin B12 was associated with higher inverse normal transformed low-density lipoprotein cholesterol (0.07, 95% CI 0.02 to 0.12) and triglycerides (0.05, 95% CI 0.004 to 0.09). Our findings do not corroborate the observed positive association of homocysteine or negative associations of folate and vitamin B12 with CAD/MI. Vitamin B12 might be associated with an unfavorable lipid profile.",ee2cd17e-53c2-4925-b9df-b12a3211c642,20,79,https://pubmed.ncbi.nlm.nih.gov/27901035
10.18632/ONCOTARGET.19377,A missense mutation in TCN2 is associated with decreased risk for congenital heart defects and may increase cellular uptake of vitamin B12 via Megalin.,"Peiqiang Li, Lijuan Huang, Yufang Zheng, Xuedong Pan, Rui Peng, Yueming Jiang, Rick Finnell, Haijie Li, Bin Qiao, Hongyan Wang",OncoTarget,2017,"Deregulation of folate and vitamin B12 (VB12) metabolism contributes to the risk of congenital heart defects (CHDs). Transcobalamin (TCN2) is essential for transporting VB12 from blood to cells as TCN2-bound VB12 (holo-TC) is the only form for somatic cellular uptake. In this study, we performed an association study between common polymorphisms in 46 one carbon metabolism genes and CHD in 412 CHDs and 213 controls. Only two significant association signals in coding regions were identified: FTCD c.1470C>T & TCN2 c.230A>T. The only missense mutation, TCN2 c.230A>T, was further validated in 412 CHDs and 1177 controls. TCN2 c.230T is significantly associated with reduced CHD risk in North Chinese (odds ratio = 0.67, P = 4.62e-05), compared with the 230A allele. Interestingly, the mean level of plasma holo-TC in women with the TA genotype was 1.77-fold higher than that in women with the AA genotype. Further analysis suggested that c.230A>T enhanced the cellular uptake of holo-TC via the LRP2 receptor. Our results determined that a functional polymorphism in TCN2 contributes to the prevalence of CHDs. TCN2 c.230A>T is significantly associated with a reduced CHD risk, likely due to TCN2 c.230T improving the interaction between holo-TC and its LRP2 receptor.",299a0a20-6951-41cd-b2cb-f323e529dcee,5,66,https://pubmed.ncbi.nlm.nih.gov/28746916
(missing DOI),"Toshiko Tanaka,* Paul Scheet, 3 Betti Giusti, 4 Stefania Bandinelli, 5 Maria Grazia Piras, 6 Gianluca Usala, 6 Sandra Lai, 6 Antonella Mulas, 6 Anna Maria Corsi …","D Schlessinger, M Uda, L Ferrucci - academia.edu",(missing journal),(missing year),"… These were rs11254363 in intron 52 of the intrinsic factor—cobalamin receptor, cubilin (CUBN [MIM 602997]) … There is evidence for heterogeneity among studies for rs11254363 (c2 …",8d491d2e-d082-46b2-9fda-8716055a1b61,0,0,(missing PubMedId)
