DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
10.1038/TPJ.2015.98,ABCC3 genetic variants are associated with postoperative morphine-induced respiratory depression and morphine pharmacokinetics in children.,"Vidya Chidambaran, Raja Venkatasubramanian, X Zhang, Lisa J. Martin, Jiachao Niu, Tomoyuki Mizuno, Tsuyoshi Fukuda, Jarek Meller, Alexander A. Vinks, Senthilkumar Sadhasivam",Pharmacogenomics Journal,2017,"Respiratory depression (RD) is a serious side effect of morphine and detrimental to effective analgesia. We reported that variants of the ATP binding cassette gene ABCC3 (facilitates hepatic morphine metabolite efflux) affect morphine metabolite clearance. In this study of 316 children undergoing tonsillectomy, we found significant association between ABCC3 variants and RD leading to prolonged postoperative care unit stay (prolonged RD). Allele A at rs4148412 and allele G at rs729923 caused a 2.36 (95% CI=1.28–4.37, P=0.0061) and 3.7 (95% CI 1.47–9.09, P=0.0050) times increase in odds of prolonged RD, respectively. These clinical associations were supported by increased formation clearance of morphine glucuronides in children with rs4148412 AA and rs4973665 CC genotypes in this cohort, as well as an independent spine surgical cohort of 67 adolescents. This is the first study to report association of ABCC3 variants with opioid-related RD, and morphine metabolite formation (in two independent surgical cohorts).",a7a27bd1-a5ee-4517-8dc7-3a3fdd00d634,34,52,https://pubmed.ncbi.nlm.nih.gov/26810133
10.1007/S40122-022-00374-0,"Progress, Challenges, and Prospects of Research on the Effect of Gene Polymorphisms on Adverse Reactions to Opioids","Jinsong Zhao, Shihong Cai, Long Zhang, Yuefeng Rao, Xianhui Kang, Zhiying Feng",Pain and Therapy,2022,"The abuse of opioids has become one of the most serious concerns in the world. Opioid use can cause serious adverse reactions, including respiratory depression, postoperative nausea and vomiting, itching, and even death. These adverse reactions are also important complications of clinical application of opioid drugs that may affect patient safety and recovery. Due to the fear of adverse reactions of opioids, clinicians often do not dare to use opioids in an adequate or appropriate amount, thus affecting the clinical medication strategy and the quality of treatment for patients. The prediction of adverse reactions to opioids is one of the most concerned problems in clinical practice. At present, the correlation between gene polymorphism and the efficacy of opiates has been widely studied and preliminarily confirmed, but the research on the effect of gene polymorphism on the adverse reactions of opiates is relatively limited. Existing studies have made encouraging progress in predicting the incidence and severity of adverse opioid reactions and clinical management by using genetic testing, but most of these studies are single-center, small-sample clinical studies or animal experiments, which have strong limitations. When the same receptor or enzyme is studied by different experimental methods, different or even opposite conclusions can be drawn. These phenomena indicate that the correlation between gene polymorphism and adverse opioid reaction still needs further research and demonstration. At present, it is still too early to use genetic testing to predict opioid adverse reactions in clinic. In this paper, the correlation between gene polymorphism and adverse opioid reactions and a small number of clinical applications were reviewed in terms of pharmacokinetics and pharmacodynamics, in order to provide some suggestions for future research and clinical drug decision making.",8e9b2432-d6c9-4517-98ea-27baa93810d5,10,91,https://pubmed.ncbi.nlm.nih.gov/35429333
10.1080/23808993.2017.1331704,Opioid-induced respiratory depression: the role of genetics,"Vidya Chidambaran, John J. McAuliffe",Expert review of precision medicine and drug development,2017,"ABSTRACTIntroduction: Opioids are commonly used for treatment of many types of pain, including postoperative chronic and cancer pain. Respiratory depression is a potentially fatal adverse effect of...",11782909-dc3c-4acb-9124-3e70cc1756db,2,119,(missing PubMedId)
10.1097/ACO.0000000000000633,Genetics and genomics in postoperative pain and analgesia,"Vinko Palada, Mari Kaunisto, Eija Kalso",Current Opinion in Anaesthesiology,2018,"Purpose of review The review describes recent advances in genetics and genomics of postoperative pain, the association between genetic variants and the efficacy of analgesics, and the role of pharmacogenomics in the selection of appropriate analgesic treatments for postoperative pain. Recent findings Recent genetic studies have reported associations of genetic variants in catechol-O-methyltransferase (COMT), brain-derived neurotrophic factor (BDNF), voltage-gated channel alpha subunit 11 (SCN11A) and &mgr;-opioid receptor (OPRM1) genes with postoperative pain. The recent pharmacogenetics studies revealed an association of the organic cation transporter 1 (OCT1) and ATP-binding cassette C3 (ABCC3) polymorphisms with morphine-related adverse effects, an effect of polymorphisms in cytochrome P450 gene CYP2D6 on the analgesic efficacy of tramadol and no effect of CYP2C8 and CYP2C9 variants on efficacy of piroxicam. Summary Genetic variants associate with inter-individual variability in drug responses and they can affect pain sensitivity and intensity of postoperative pain. Despite the recent progress in genetics and genomics of postoperative pain, it is still not possible to precisely predict the patients who are genetically predisposed to have severe postoperative pain or who develop chronic postoperative pain.",631204e4-3392-461a-b8ea-85420a8d4494,33,63,https://pubmed.ncbi.nlm.nih.gov/29994939
(missing DOI),Implicación de los polimorfismos genéticos en la neurotoxicidad por Vincristina en pacientes pediátricos diagnosticados de Leucemia Linfoblástica Aguda,"Echebarria Barona, Aizpea Beatriz",(missing journal),2016,"El pronostico de la Leucemia Linfoblastica Aguda en pacientes pediatricos ha mejorado de manera muy significativa. Sin embargo, los efectos secundarios derivados de la quimioterapia continuan siendo un problema pendiente de resolver. Los avances obtenidos en los estudios de farmacogenetica, nos han brindado herramientas para poder entender los mecanismos subyacentes a los procesos oncologicos y respuesta a farmacos, focalizando los esfuerzos terapeuticos hacia una medicina mas personalizada. La vincristina es una quimioterapia necesaria en el tratamiento de la LLA pero su mayor limitacion continua siendo la neurotoxicidad. Hay muchos factores implicados en la susceptibilidad a este quimioterapico, tanto extrinsecos, como el numero de dosis recibidas y la frecuencia de su administracion, como intrinsecos, que se demuestran por la variabilidad genetica interindividual. Por este motivo, es necesario encontrar una explicacion farmacogenetica a la susceptibilidad de desarrollar neurotoxicidad por la vincristina para poder ajustar las dosis de la vincristina, a la vez que se minimizan los efectos secundarios. Ante esta situacion, el objetivo principal de este estudio fue la identificacion de nuevos marcadores geneticos predictores de la eficacia y seguridad de la vincristina en el tratamiento de la LLA infantil. Para ello, se evaluo la correlacion entre la neurotoxicidad inducida por la vincristina y 157 polimorfismos genotipados con exito en 15 genes relacionados con la farmacocinetica y farmacodinamia de la vincristina. Se consiguieron identificar un total de 2 variantes geneticas (los SNPs rs3740066 y rs12826) en el gen transportador ABCC2 asociados con la neurotoxicidad inducida por la vincristina. Estos resultados, junto con los publicados previamente por otros autores, ponen de manifiesto la importancia de la farmacogenetica en el desarrollo de la neurotoxicidad por vincristina. El conocimiento de esta susceptibilidad podria ofrecer, en el futuro, la individualizacion de la dosis segun el estudio farmacogenetico de cada individuo y en consecuencia, mejoraria la respuesta al tratamiento minimizando los efectos secundarios.",ddb925ee-aedc-42ed-8442-a67ea766154b,2,191,(missing PubMedId)
10.11606/T.5.2024.TDE-07052024-121857,Polimorfismo genético associado com a ocorrência de náuseas e vômitos pós-operatórios (NVPO) em pacientes submetidos a cirurgias oncológicas,Alexandre Slullitel,(missing journal),2024,"Introdução: A decisão clínica sobre qual população cirúrgica deve receber medicação antiemética profilática é baseada preferencialmente em sistemas de pontuação com base no risco clínico.No entanto, os fatores herdados podem desempenhar",1d555e3e-dbf6-44ac-9212-2a5e4f8769cd,0,83,(missing PubMedId)
10.1200/JCO.2010.34.5629,Genetic variations and patient-reported quality of life among patients with lung cancer.,"Jeff A. Sloan, Mariza de Andrade, Paul A. Decker, Jason A. Wampfler, Curtis Oswold, Matthew M. Clark, Ping Yang",Journal of clinical oncology : official journal of the American Society of Clinical Oncology,2012,"PURPOSE
Recent evidence has suggested a relationship between the baseline quality of life (QOL) self-reported by patients with cancer and genetic disposition. We report an analysis exploring relationships among baseline QOL assessments and candidate genetic variations in a large cohort of patients with lung cancer.


PATIENTS AND METHODS
QOL data were provided by 1,299 patients with non-small-cell lung cancer observed at the Mayo Clinic between 1997 and 2007. Overall QOL and subdomains were assessed by either Lung Cancer Symptom Scale or Linear Analog Self Assessment measures; scores were transformed to a scale of 0 to 10, with higher scores representing better status. Baseline QOL scores assessed within 1 year of diagnosis were dichotomized as clinically deficient (CD) or not. A total of 470 single nucleotide polymorphisms (SNPs) in 56 genes of three biologic pathways were assessed for association with QOL measures. Logistic regression with training/validation samples was used to test the association of SNPs with CD QOL.


RESULTS
Six SNPs on four genes were replicated using our split schemes. Three SNPs in the MGMT gene (adjusted analysis, rs3858300; unadjusted analysis, rs10741191 and rs3852507) from DNA repair pathway were associated with overall QOL. Two SNPs (rs2287396 [GSTZ1] and rs9524885 [ABCC4]) from glutathione metabolic pathway were associated with fatigue in unadjusted analysis. In adjusted analysis, two SNPs (rs2756109 [ABCC2] and rs9524885 [ABCC4]) from glutathione metabolic pathway were associated with pain.


CONCLUSION
We identified three SNPs in three glutathione metabolic pathway genes and three SNPs in two DNA repair pathway genes associated with QOL measures in patients with non-small-cell lung cancer.",b24a2e3b-9ed9-4c4e-b5d4-cc9f25ff5524,36,59,https://pubmed.ncbi.nlm.nih.gov/22454423
(missing DOI),New genetic markers for treatment personalization in pediatric Acute Lymphoblastic Leukemia,Elixabet Lopez–Lopez,(missing journal),2013,"La Leucemia Linfoblastica Aguda (LLA) es el cancer pediatrico mas comun. Es un desorden de las celulas linfoblasticas, que son las precursoras de las celulas linfaticas, y se caracteriza por la acumulacion en medula osea y sangre de pequenas celulas blasticas con poco citoplasma y cromatina dispersa. En las ultimas decadas, se ha conseguido aumentar la supervivencia del 10% al 80% pero todavia hay un 20% de pacientes que no responden al tratamiento. Esta mejoria se ha conseguido mediante la implantacion de terapias combinadas y la adecuacion de la terapia a grupos de riesgo. Los pacientes se separan en tres grupos de riesgo, Riesgo Estandar (RE), Alto Riesgo (AR) y Muy Alto Riesgo (MAR), en base a marcadores pronosticos, entre los que se incluyen alteraciones citogeneticas. Sin embargo, a lo largo del tratamiento, nos encontramos con dos problemas:1) Por un lado, algunos de los pacientes incluidos en el grupo de RE y AR no responden bien al tratamiento y pasan AR y MAR respectivamente. Esto quiere decir que los grupos de riesgo no estan bien definidos. Por lo tanto, seria de interes poder caracterizar los pacientes que realmente son RE y AR y aquellos que desde un principio deberian haber sido considerados como de mayor riesgo.2) Por otro lado, un alto porcentaje de pacientes experimenta toxicidad, que puede llegar a ser muy grave en algunos casos, siendo necesario parar el tratamiento. Por este motivo, seria altamente beneficioso poder reconocer a los pacientes que van a ser mas sensibles al tratamiento para, de ese modo, poder ajustar la dosis.Por todo esto, creemos que una mejor asignacion de los pacientes de LLA a grupos de riesgo y la personalizacion de la dosis, mediante nuevos marcadores geneticos, permitiria mejorar la respuesta al tratamiento.En este estudio nos planteamos, por lo tanto, dos objetivos: 1) Llevar a cabo la identificacion de nuevas alteraciones geneticas presentes en el tumor para una mejor caracterizacion del riesgo y 2) Realizar una caracterizacion genetica del individuo que permita predecir la respuesta al tratamiento.",779705de-c466-4f39-ab36-f528441bd10a,0,317,(missing PubMedId)
10.1080/17425255.2021.1876661,"ABCB1, ABCG2, ABCC1, ABCC2, and ABCC3 drug transporter polymorphisms and their impact on drug bioavailability: what is our current understanding?","Henrike Bruckmueller, Ingolf Cascorbi",Expert Opinion on Drug Metabolism & Toxicology,2021,Interindividual differences in drug response are a frequent clinical challenge partly due to variation in pharmacokinetics. ATP-binding cassette (ABC) transporters are crucial determinants of drug ...,061b7293-9051-478c-b445-6ee1336ad1a0,78,410,https://pubmed.ncbi.nlm.nih.gov/33459081
10.1213/ANE.0000000000007349,The Influence of Pharmacogenetic Factors on the Pharmacokinetics of Morphine and Its Metabolites in Pediatric Patients: A Systematic Review.,"Kheireddin Mufti, José Eduardo Juárez‐Hernández, Niloofar Gheshlaghi, Jessica M. Lovnicki, Shahrad R. Rassekh, Colin J. Ross, Bruce Carleton, Catrina M Loucks",Anesthesia and Analgesia,2024,"Morphine is a potent analgesic used for treating surgical and cancer pain. Despite being the drug of choice for the management of severe pain in children, the high interindividual variability in morphine pharmacokinetics limits its clinical utility to effectively relieve pain without adverse effects. This review was conducted to identify and describe all studies that have assessed the effect of genetic factors on the pharmacokinetics of morphine and its main metabolites in children. Embase and Medline databases were used to conduct the literature search, and the systematic review was conducted in accordance with Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines. Of the 188 articles screened and after the application of specific inclusion and exclusion criteria, the review identified 8 studies. These studies suggest that genetic variants of selected metabolic enzymes and transporters may play a role in the observed interindividual variability in morphine plasma concentrations. Variants of the genes SLC22A1 and ABCC3 had the most supporting evidence for genetic variants that influence morphine and morphine metabolites pharmacokinetics. Although the available evidence suggests a potential genetic contribution to the variability in morphine concentration, the heterogeneity of the included studies in terms of experimental design and small sample sizes in some studies makes it challenging to propose the use of genetic biomarkers to personalize morphine dosing. This underscores the need to conduct more comprehensive and large-scale pharmacokinetic-pharmacogenetic studies to determine how or if genetic testing can optimize morphine safety and effectiveness in children.",95ecf0e7-bc28-4ec1-b320-a4eab07c95b6,1,58,https://pubmed.ncbi.nlm.nih.gov/39661418
