DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
10.1002/AJMG.B.30412,Polymorphisms in the serotonin receptor gene HTR2A are associated with quantitative traits in panic disorder,"Paul G. Unschuld, Marcus Ising, Angelika Erhardt, Susanne Lucae, Stefan Kloiber, Martin Kohli, Daria Salyakina, Tobias Welt, Nikola Kern, Roselind Lieb, Manfred Uhr, Elisabeth B. Binder, Bertram Müller‐Myhsok, Herta Flor, Martin E. Keck","American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics",2007,"Anxiety disorders and specifically panic disorder (PD) are caused by complex interactions of environmental and genetic factors. The latter comprise many different genes, from which those involved in serotonergic neurotransmission have received particular attention. Here we report the results from an association candidate‐gene approach, where we analyzed 15 single nucleotide polymorphisms (SNPs) within the gene coding for the serotonin‐receptor 2A (HTR2A) in patients suffering from PD and a control sample. We found that the SNP rs2296972 shows an association between the number of T‐alleles and severity of symptoms in PD. By performing tests according to the Fisher product method (FPM), an association between HTR2A and the personality trait reward dependence could be shown. Most pronounced effects were observable for the SNPs rs2770304, rs6313, and rs6311. Furthermore, the polymorphisms rs3742278, rs2296972, and rs2770292 form a haplotype, which may be associated with higher susceptibility for PD. These results further underline a possible important role of genetic variations within the system controlling serotonergic neurotransmission for the development and course of disease in PD. © 2007 Wiley‐Liss, Inc.",3c8798ac-02de-4856-b858-fca9af8800c9,76,51,https://pubmed.ncbi.nlm.nih.gov/17440930
10.3109/15622975.2010.484550,Evidence of complex involvement of serotonergic genes with restrictive and binge purge subtypes of anorexia nervosa,"Kirsty Kiezebrink, Evleen T. Mann, Sarah R. Bujac, Michael J. Stubbins, David A. Campbell, John E. Blundell",The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry,2010,"Abstract Objectives. There is mixed evidence of association of serotoninergic genes with anorexia nervosa (AN), but substantial evidence for the involvement of serotonergic mechanisms in appetite control. This study was designed to investigate possible associations between the two subtypes of AN (Restricting-RAN, and Binge-purging–BPAN) and polymorphisms within five genes encoding for proteins involved in the serotoninergic system. Methods. In order to carry out this investigation we have conducted a case–control association study on 226 females meeting the criteria for AN, and 678 matched healthy females. Results. Our data show a significant association between polymorphisms with the gene encoding HTR2A with both AN subtypes, an association between polymorphisms within the genes encoding HTR1D and HTR1B with RAN, and an association between polymorphisms within the gene encoding HTR2C with BPAN. No associations were found for any polymorphisms of the serotonin transporter gene. This outcome indicates a substantial and complex inter-relationship between serotoninergic genes and AN. Conclusions. Given these data we hypothesis that the expression or control of expression of several genes of the serotoninergic system, and interactions between these genes, could exert considerable influence over the specific symptomatology of the subtypes of AN.",7cb5b49c-5cc2-4598-9dbf-08ab51f6a1c9,30,76,https://pubmed.ncbi.nlm.nih.gov/20545463
10.1111/JCPP.13079,"Serotonin system genes and obsessive-compulsive trait dimensions in a population-based, pediatric sample: a genetic association study.","Vanessa M. Sinopoli, Lauren Erdman, Christie L. Burton, Laura S. Park, Annie Dupuis, Janet Shan, Tara Goodale, S.‐M. Shaheen, Jennifer Crosbie, Russell Schachar, Paul D. Arnold","Journal of child psychology and psychiatry, and allied disciplines",2019,"BACKGROUND
Serotonin system genes are commonly studied in obsessive-compulsive disorder (OCD), but genetic studies to date have produced inconsistent results, possibly because phenotypic heterogeneity has not been adequately accounted for. In this paper, we studied candidate serotonergic genes and homogenous phenotypic subgroups as presented through obsessive-compulsive (OC) trait dimensions in a general population of children and adolescents. We hypothesized that different serotonergic gene variants are associated with different OC trait dimensions and, furthermore, that they vary by sex.


METHODS
Obsessive-compulsive trait dimensions (Cleaning/Contamination, Counting/Checking, Symmetry/Ordering, Superstition, Rumination, and Hoarding) were examined in a total of 5,213 pediatric participants in the community using the Toronto Obsessive-Compulsive Scale (TOCS). We genotyped candidate serotonin genes (directly genotyping the 5-HTTLPR polymorphism in SLC6A4 for 2018 individuals and using single nucleotide polymorphism (SNP) array data for genes SLC6A4, HTR2A, and HTR1B for 4711 individuals). We assessed the association between variants across these genes and each of the OC trait dimensions, within males and females separately. We analyzed OC traits as both (a) dichotomized based on a threshold value and (b) quantitative scores.


RESULTS
The [LG + S] variant in 5-HTTLPR was significantly associated with hoarding in males (p-value of 0.003 and 0.004 for categorical and continuous analyses, respectively). There were no significant findings for 5-HTTLPR in females. Using SNP array data, there were significant findings for rumination in males for HTR2A SNPs (p-value of 1.04e-6 to 5.20e-6).


CONCLUSIONS
This represents the first genetic association study of OC trait dimensions in a community-based pediatric sample. Our strongest results indicate that hoarding and rumination may be distinct in their association with serotonin gene variants and that serotonin gene variation may be specific to sex. Future genetic association studies in OCD should properly account for heterogeneity, using homogenous subgroups stratified by symptom dimension, sex, and age group.",28ea446a-0639-4641-b572-d247bd65484b,10,51,https://pubmed.ncbi.nlm.nih.gov/31321769
10.1002/HUP.1100,"An improved in silico selection of phenotype affecting polymorphisms in SLC6A4, HTR1A and HTR2A genes","Francesco Piva, Matteo Giulietti, Bernardo Nardi, Cesario Bellantuono, Giovanni Principato",Human psychopharmacology,2010,"Among the experimentally assessed DNA variations in serotonin related genes, some influence physiological expression of personality and mental disorders, others alter the responses to pharmacological and/or psychotherapeutic treatments. Because of the huge number of polymorphisms lying in genes and of the great length of time necessary to perform association studies, a selection of the variations being studied is a necessary and crucial step.",dd8182d0-c091-41b0-aa1b-c5aa9dc80797,30,63,https://pubmed.ncbi.nlm.nih.gov/20196180
10.24061/2413-0737.XIX.3.75.2015.185,"Сучасні погляди на роль серотонінергічної системи в регуляції автоімунного запалення, перцепції болю та емоційної сфери (огляд літератури)","Н А Станиславчук, Людмила Процюк",Bukovinsʹkij medičnij vìsnik,2015,The article is dedicated to the review of references related to the influence of serotonergic system on the development of autoimmune inflammation. We analysed the data indicating the role of serotonin receptor gene 5-HT2A polymorphism in the development of rheumatic arthritis (RA). We also showed some findings concerning the importance of serotonergic system in regulation of pain syndrome of various origin and demonstrated the significance of gene polymorphism associated with serotonin in regulation of psycho-emotional sphere.,64103bb7-23d5-4b1c-8ff6-64b765e87206,0,0,(missing PubMedId)
10.1097/YCO.0000000000000219,Novel developments in genetic and epigenetic mechanisms of anxiety,"Michael G. Gottschalk, Katharina Domschke",Current opinion in psychiatry,2016,"Purpose of review The present review aims to deliver a systematic overview of current developments and trends in (epi)genetics of anxiety and to identify upcoming challenges and opportunities. Recent findings Genes related to peptide and hormone signaling have been suggested for anxiety-related phenotypes, e.g., the NPSR1 gene, which has been associated predominantly with panic disorder in women, and shown to interact with environmental factors and to influence psychometric, neurophysiological, and neuroimaging correlates of anxiety. Similar multi-level results have been reported for genetic and epigenetic variation in the OXTR gene, especially in social anxiety disorder (SAD), and for CRHR1 gene variation in women with panic disorder. Variants in RGS2 and ASIC1 genes were linked to panic disorder, with the latter also being implicated in SAD treatment response. Finally, monoaminergic ‘risk’ genes (SLC6A4, MAOA, HTR1A) were related to SAD, generalized anxiety disorder and women with panic disorder, anxiety traits and response to psychopharmacological and psychotherapeutic interventions. Summary Converging evidence for potential genetic and epigenetic risk markers has been gathered and future studies call for independent replications and multi-level integration of dimensional approaches, environmental factors, and biological readouts, while considering sex-specific substratification. Particularly, epigenetic variation appears promising for disease course and treatment response predictions.",c54c5786-7947-4262-b0d2-85e59ca7860d,65,46,https://pubmed.ncbi.nlm.nih.gov/26575296
(missing DOI),Genetics of social anxiety disorder: a systematic review.,"Ami Baba,  Stefan Kloiber,  Gwyneth Zai",(missing journal),2022,"Social anxiety disorder (SAD) is a common psychiatric disorder, often associated with avoidant temperament. Research studies have implicated a strong genetic architecture of SAD. We have conducted a systematic review on the genetics of SAD and yielded 66 articles. In general, prior research studies have focused on the serotonin transporter, oxytocin receptor, brain-derived neurotrophic factor and catechol-O-methyltransferase genes. Mixed and inconsistent results have been reported. Additional approaches and phenotypes have also been investigated, including pharmacogenetics of treatment response, imaging genetics and gene-environment interactions. Future directions warrant further international collaborative efforts, deep-phenotyping of clinical characteristics including consistent and reliable measurement-based symptom severity, and larger sample sizes to ensure sufficient power for stratification due to the heterogeneity of this chronic and often debilitating condition.",62df00ad-e36c-48a5-9174-4f9bcdee3cee,0,0,https://pubmed.ncbi.nlm.nih.gov/34955514
10.1038/NPP.2013.301,Influence of RGS2 on sertraline treatment for social anxiety disorder.,"Murray B. Stein, Aparna Keshaviah, Stephen A. Haddad, Michael Van Ameringen, Naomi M. Simon, Mark H. Pollack, Jordan W. Smoller",Neuropsychopharmacology,2014,"Only a minority of patients with social anxiety disorder (SAD) has a robust therapeutic response to evidence-based serotonin reuptake inhibitor (SSRI) treatment. To help improve the personalized medicine approach to psychiatric care, we evaluated several candidate genetic predictors of SSRI response in SAD. At the start of a randomized controlled trial (NCT00282828), 346 patients with SAD at three sites received protocol-driven, open-label treatment with sertraline, up to 200. mg/d over 10 weeks. Efficacy was determined using a continuous measure of outcome (Liebowitz Social Anxiety Scale (LSAS)) and dichotomous indicators of response (LSAS ⩽50) and remission (LSAS ⩽30). Predictors of efficacy were examined in multivariate regression models that included eight polymorphic variants in four candidate genes (four in RGS2, two in HTR2A, one in SLC6A2, and one in SLC6A4). Adjusting for genetic ancestral cluster and non-genetic predictors of response, all four single-nucleotide polymorphisms (SNPs) in RGS2 predicted change in LSAS over time, at study-wise significance (p=0.00833), with the minor allele associated with less improvement over time. After adjusting for genetic ancestral cluster and non-genetic predictors of remission, two of the four RGS2 SNPs predicted likelihood of remission at or just below study-wise significance (p=0.025): rs4606 (AOR=0.49 (95% CI=0.27–0.90), p=0.022) and rs1819741 (AOR=0.50 (95% CI=0.28–0.92), p=0.027). Variation in RGS2, a gene previously shown to be associated with social anxiety phenotypes and serotonergic neurotransmission, may be a biomarker of the likelihood of substantially benefiting from sertraline among patients with SAD.",5339a2c3-6bfa-4d9a-b133-0daff63f2433,44,32,https://pubmed.ncbi.nlm.nih.gov/24154666
10.1097/YPG.0000000000000014,Preliminary evidence for the role of HTR2A variants in binge eating in young women,"Rachel Koren, Alexis E Duncan, Melissa A. Munn‐Chernoff, Kathleen K. Bucholz, Michael T. Lynskey, Andrew C. Heath, Arpana Agrawal",Psychiatric genetics,2014,"We examined the association between 15 single nucleotide polymorphisms (SNPs) in HTR2A and characteristics of disordered eating, including weight/shape concerns, binge eating (with or without loss of control), and compensatory behaviors (purging and nonpurging). Whether a lifetime history of major depressive disorder (MDD) moderated or mediated this association was also investigated. A sample of 1533 twin women of White descent that were part of the Missouri Adolescent Female Twin Study was used. Data were collected using self-report responses to a semistructured interview. Logistic regression analyses were used to examine the association between weight/shape concerns, binge eating, and compensatory behaviors and SNPs (where carriers of the minor allele were coded as 1). Two SNPs, rs6561333 and rs2296972, showed a protective influence against binge eating, with rs2296972 being significant at a trend level after application of the false discovery rate. The SNP was not associated with MDD nor did MDD moderate its putative relation with binge eating. Pending replication, our analyses provide preliminary evidence for intronic SNPs in HTR2A and their association with binge eating. Given the well-documented role of serotonergic dysfunction in eating psychopathology, this report warrants considerable further study.",78df697c-d7c7-4919-b5fb-53285ed4321e,21,44,https://pubmed.ncbi.nlm.nih.gov/24257701
10.1016/0022-3956(90)90073-Y,Genetics of panic disorder,Myrna M. Weissman,Journal of Psychiatric Research,1990,(missing abstract),a18ae176-bf06-4620-b3c3-37b8bdbfd363,0,6,(missing PubMedId)
